algorithm,topology,n_agents,failure_type,trial,initial_leader,initial_lqs,initial_rounds,killed_agents,recovery_leader,recovery_lqs,recovery_rounds,recovery_messages,recovery_notes
Fitness,geometric,20,leader_and_secondary,11,1,1.0,8,2,11.0,1.0,8,444,
Bully,geometric,20,leader_and_secondary,11,19,0.6250635409317106,20,2,17.0,0.49131855264064045,18,171,
Random,geometric,20,leader_and_secondary,11,13,0.5674442757977592,1,2,9.0,0.6037248510870461,1,18,
HighBattery,geometric,20,leader_and_secondary,11,12,0.6451416813500587,2,2,10.0,0.6580720584089802,2,18,
MostConnected,geometric,20,leader_and_secondary,11,0,0.9706491224934924,2,2,17.0,0.844175407862898,2,70,
Raft,geometric,20,leader_and_secondary,11,5,0.8449035918773826,6,2,4.0,1.0,6,40,term=1
Fitness,geometric,20,leader_and_secondary,12,11,1.0,7,2,16.0,1.0,7,400,
Bully,geometric,20,leader_and_secondary,12,19,0.8247241062307837,20,2,17.0,0.7312697276075192,18,171,
Random,geometric,20,leader_and_secondary,12,13,0.5237432840753214,1,2,12.0,0.7547946556248989,1,18,
HighBattery,geometric,20,leader_and_secondary,12,19,0.8247241062307837,2,2,12.0,0.7398929926549754,2,18,
MostConnected,geometric,20,leader_and_secondary,12,11,1.0,2,2,0.0,0.9719602660619171,2,78,
Raft,geometric,20,leader_and_secondary,12,2,0.7561680818226633,6,2,0.0,0.9235333747803619,6,43,No consensus after 20 terms
Fitness,geometric,20,leader_and_secondary,13,10,1.0,9,2,15.0,1.0,9,504,
Bully,geometric,20,leader_and_secondary,13,19,0.9431956200624239,20,2,17.0,0.6885565904318812,18,171,
Random,geometric,20,leader_and_secondary,13,1,0.6460670270528275,1,2,12.0,0.6747121898883768,1,18,
HighBattery,geometric,20,leader_and_secondary,13,13,0.5797129749639556,2,2,18.0,0.859365562393011,2,18,
MostConnected,geometric,20,leader_and_secondary,13,19,0.9431956200624239,2,2,3.0,1.0,2,70,
Raft,geometric,20,leader_and_secondary,13,6,0.5997727203895583,6,2,9.0,0.5832597801722932,6,38,term=1
Fitness,geometric,20,leader_and_secondary,14,16,1.0,11,2,17.0,1.0,10,464,
Bully,geometric,20,leader_and_secondary,14,19,0.6298096735658166,20,2,17.0,0.992612417706077,18,171,
Random,geometric,20,leader_and_secondary,14,3,0.5684405053925276,1,2,12.0,0.6371421783538517,1,18,
HighBattery,geometric,20,leader_and_secondary,14,16,1.0,2,2,18.0,0.7020037172506615,2,18,
MostConnected,geometric,20,leader_and_secondary,14,14,0.9051985724331962,2,2,12.0,0.5959009377919844,2,54,
Raft,geometric,20,leader_and_secondary,14,2,0.6034233742010143,6,2,4.0,0.5642160609557989,6,38,term=1
Fitness,geometric,20,leader_and_secondary,15,0,1.0,8,2,9.0,1.0,7,350,
Bully,geometric,20,leader_and_secondary,15,19,0.6590046991267101,20,2,17.0,0.7601928121333266,18,171,
Random,geometric,20,leader_and_secondary,15,9,0.9448409192102679,1,2,10.0,1.0,1,18,
HighBattery,geometric,20,leader_and_secondary,15,0,1.0,2,2,7.0,0.68655859338784,2,18,
MostConnected,geometric,20,leader_and_secondary,15,0,1.0,2,2,1.0,0.8766054247709484,2,68,
Raft,geometric,20,leader_and_secondary,15,7,0.7431031286910542,6,2,4.0,0.7554188723916152,6,39,term=1
Fitness,geometric,20,leader_and_secondary,16,8,1.0,10,2,14.0,1.0,10,544,
Bully,geometric,20,leader_and_secondary,16,19,0.941488103547293,20,2,17.0,0.8611389896054027,18,171,
Random,geometric,20,leader_and_secondary,16,1,0.4494469630581758,1,2,17.0,0.7719040774854693,1,18,
HighBattery,geometric,20,leader_and_secondary,16,4,0.6827684540403445,2,2,11.0,0.6590361358355014,2,18,
MostConnected,geometric,20,leader_and_secondary,16,17,0.7854404136639428,2,2,14.0,0.9451229738639796,2,64,
Raft,geometric,20,leader_and_secondary,16,6,0.4385093095003681,6,2,12.0,0.7790087915865482,6,40,term=1
Fitness,geometric,20,leader_and_secondary,17,11,1.0,6,2,4.0,1.0,9,588,
Bully,geometric,20,leader_and_secondary,17,19,0.7527277296704415,20,2,17.0,0.7777706310840189,18,171,
Random,geometric,20,leader_and_secondary,17,13,0.6992507549486022,1,2,8.0,0.662949014980871,1,18,
HighBattery,geometric,20,leader_and_secondary,17,5,0.9033416684570356,2,2,16.0,0.9253885917546312,2,18,
MostConnected,geometric,20,leader_and_secondary,17,1,0.9885767348060596,2,2,5.0,0.9669470210330884,2,82,
Raft,geometric,20,leader_and_secondary,17,0,0.6067028253018348,6,2,4.0,0.7810860492119894,6,44,term=1
Fitness,geometric,20,leader_and_secondary,18,11,1.0,8,2,1.0,1.0,8,600,
Bully,geometric,20,leader_and_secondary,18,19,0.9204326090525806,20,2,17.0,0.5790826733421532,18,171,
Random,geometric,20,leader_and_secondary,18,15,0.5904146722180305,1,2,4.0,0.5768440980646433,1,18,
HighBattery,geometric,20,leader_and_secondary,18,18,0.8246446557742261,2,2,12.0,0.6908240785219868,2,18,
MostConnected,geometric,20,leader_and_secondary,18,1,0.9248351608574182,2,2,8.0,0.9397855835490067,2,100,
Raft,geometric,20,leader_and_secondary,18,5,0.9067755816583664,6,2,2.0,0.6737728720506475,6,41,term=1
Fitness,geometric,20,leader_and_secondary,19,18,1.0,7,2,12.0,1.0,7,500,
Bully,geometric,20,leader_and_secondary,19,19,0.9457099018944449,20,2,17.0,0.9321013767829478,18,171,
Random,geometric,20,leader_and_secondary,19,3,0.7846113778430072,1,2,7.0,0.881233150642409,1,18,
HighBattery,geometric,20,leader_and_secondary,19,12,0.9237279540350334,2,2,18.0,1.0,2,18,
MostConnected,geometric,20,leader_and_secondary,19,7,0.8623623642101519,2,2,12.0,0.9244400321790875,2,92,
Raft,geometric,20,leader_and_secondary,19,0,0.8348199360152387,6,2,9.0,0.849283791229012,11,42,term=2
Fitness,geometric,20,leader_and_secondary,20,6,1.0,7,2,18.0,1.0,7,400,
Bully,geometric,20,leader_and_secondary,20,19,0.5373581955525563,20,2,17.0,0.5936712818507075,18,171,
Random,geometric,20,leader_and_secondary,20,10,0.7587184390362721,1,2,0.0,0.5361970193353659,1,18,
HighBattery,geometric,20,leader_and_secondary,20,5,0.9273163605055215,2,2,10.0,0.7102571939859783,2,18,
MostConnected,geometric,20,leader_and_secondary,20,8,0.9919687174706714,2,2,1.0,0.9970222489385521,2,76,
Raft,geometric,20,leader_and_secondary,20,8,0.9919687174706714,6,2,0.0,0.5341610597947495,6,37,No consensus after 20 terms
Fitness,geometric,20,leader_and_secondary,21,1,1.0,8,2,9.0,1.0,9,420,
Bully,geometric,20,leader_and_secondary,21,19,0.694523684009029,20,2,17.0,0.6926688509703051,18,171,
Random,geometric,20,leader_and_secondary,21,3,0.5943642189217357,1,2,13.0,0.9723445229440902,1,18,
HighBattery,geometric,20,leader_and_secondary,21,2,0.9422775107556923,2,2,8.0,0.7502752948410055,2,18,
MostConnected,geometric,20,leader_and_secondary,21,1,1.0,2,2,15.0,0.9465342102207283,2,58,
Raft,geometric,20,leader_and_secondary,21,6,0.7254155413391279,6,2,0.0,0.6398895182534997,6,36,No consensus after 20 terms
Fitness,geometric,20,leader_and_secondary,22,19,1.0,7,2,16.0,1.0,8,600,
Bully,geometric,20,leader_and_secondary,22,19,1.0,20,2,17.0,0.70693693084139,18,171,
Random,geometric,20,leader_and_secondary,22,3,0.9230057392536871,1,2,15.0,0.5174472320667531,1,18,
HighBattery,geometric,20,leader_and_secondary,22,1,0.648948331827681,2,2,19.0,1.0,2,18,
MostConnected,geometric,20,leader_and_secondary,22,3,0.9230057392536871,2,2,6.0,0.9475911559615262,2,94,
Raft,geometric,20,leader_and_secondary,22,2,0.6328643280677572,6,2,1.0,0.6701063653333554,6,37,term=1
Fitness,geometric,20,leader_and_secondary,23,3,1.0,9,2,8.0,1.0,9,490,
Bully,geometric,20,leader_and_secondary,23,19,0.7867061870872771,20,2,17.0,0.5476974393565768,18,171,
Random,geometric,20,leader_and_secondary,23,12,0.8751117454260212,1,2,16.0,0.5809386452684492,1,18,
HighBattery,geometric,20,leader_and_secondary,23,2,0.9660372895662702,2,2,0.0,0.7023413519357165,2,18,
MostConnected,geometric,20,leader_and_secondary,23,6,0.9287812263459942,2,2,7.0,0.9542169241507235,2,64,
Raft,geometric,20,leader_and_secondary,23,0,0.7159944203126476,6,2,3.0,1.0,6,40,term=1
Fitness,geometric,20,leader_and_secondary,24,17,1.0,7,2,1.0,1.0,7,490,
Bully,geometric,20,leader_and_secondary,24,19,0.5330566465671746,20,2,17.0,1.0,18,171,
Random,geometric,20,leader_and_secondary,24,11,0.9137886410683773,1,2,1.0,0.9463576077107102,1,18,
HighBattery,geometric,20,leader_and_secondary,24,6,0.8105290848920367,2,2,7.0,0.9204176485229042,2,18,
MostConnected,geometric,20,leader_and_secondary,24,0,0.982553752377496,2,2,17.0,1.0,2,98,
Raft,geometric,20,leader_and_secondary,24,0,0.982553752377496,6,2,4.0,0.7447132885441846,6,38,term=1
Fitness,geometric,20,leader_and_secondary,25,4,1.0,7,2,16.0,1.0,8,384,
Bully,geometric,20,leader_and_secondary,25,19,0.788666672219571,20,2,17.0,0.6697699571949518,18,171,
Random,geometric,20,leader_and_secondary,25,14,0.5743442493526408,1,2,17.0,0.6580296850321948,1,18,
HighBattery,geometric,20,leader_and_secondary,25,16,0.7359403121509382,2,2,12.0,1.0,2,18,
MostConnected,geometric,20,leader_and_secondary,25,4,1.0,2,2,15.0,0.5666558531186753,2,62,
Raft,geometric,20,leader_and_secondary,25,0,0.7498004231316687,6,2,2.0,0.5565025709625323,6,37,term=1
Fitness,geometric,20,leader_and_secondary,26,4,1.0,7,2,8.0,1.0,7,410,
Bully,geometric,20,leader_and_secondary,26,19,0.8131504242685312,20,2,17.0,0.696862081276359,18,171,
Random,geometric,20,leader_and_secondary,26,0,0.7921939008918414,1,2,16.0,0.9599470947412565,1,18,
HighBattery,geometric,20,leader_and_secondary,26,16,0.9275780143918725,2,2,11.0,0.8620450902731402,2,18,
MostConnected,geometric,20,leader_and_secondary,26,4,1.0,2,2,5.0,0.9700049152294418,2,82,
Raft,geometric,20,leader_and_secondary,26,4,1.0,6,2,2.0,0.97692101007055,6,44,term=1
Fitness,geometric,20,leader_and_secondary,27,15,1.0,7,2,17.0,1.0,8,420,
Bully,geometric,20,leader_and_secondary,27,19,0.5412632935130852,20,2,17.0,0.725481340781813,18,171,
Random,geometric,20,leader_and_secondary,27,0,0.5306789340967818,1,2,18.0,0.7106227622440316,1,18,
HighBattery,geometric,20,leader_and_secondary,27,4,0.8424408269203352,2,2,16.0,0.8722872468362451,2,18,
MostConnected,geometric,20,leader_and_secondary,27,15,1.0,2,2,3.0,0.974324063598906,2,70,
Raft,geometric,20,leader_and_secondary,27,0,0.5306789340967818,6,2,1.0,0.8640569719783223,6,42,term=1
Fitness,geometric,20,leader_and_secondary,28,0,1.0,7,2,6.0,1.0,8,396,
Bully,geometric,20,leader_and_secondary,28,19,0.7422664194960407,20,2,17.0,0.6609221159801164,18,171,
Random,geometric,20,leader_and_secondary,28,5,0.6980188009716672,1,2,18.0,0.7456780284425397,1,18,
HighBattery,geometric,20,leader_and_secondary,28,13,0.6426848271650158,2,2,17.0,0.6859850007650328,2,18,
MostConnected,geometric,20,leader_and_secondary,28,0,1.0,2,2,4.0,0.7937493506258203,2,64,
Raft,geometric,20,leader_and_secondary,28,8,0.532235182428629,6,2,1.0,0.8035053966152745,6,40,term=1
Fitness,geometric,20,leader_and_secondary,29,8,1.0,7,2,0.0,1.0,8,408,
Bully,geometric,20,leader_and_secondary,29,19,0.6546098415836147,20,2,17.0,0.5948121543445407,18,171,
Random,geometric,20,leader_and_secondary,29,16,0.6454279685123658,1,2,10.0,0.8764589842066619,1,18,
HighBattery,geometric,20,leader_and_secondary,29,1,0.8438357473212588,2,2,3.0,0.8054353208049816,2,18,
MostConnected,geometric,20,leader_and_secondary,29,5,0.9421606290057978,2,2,4.0,1.0,2,66,
Raft,geometric,20,leader_and_secondary,29,1,0.8438357473212588,6,2,5.0,0.8354382104184656,6,38,term=1
Fitness,random,50,leader_only,0,2,1.0,6,1,27.0,1.0,6,2872,
Bully,random,50,leader_only,0,49,0.8649431299121041,50,1,48.0,0.9102213086914334,49,1225,
Random,random,50,leader_only,0,13,0.890373217056703,1,1,6.0,0.7470828479939897,1,49,
HighBattery,random,50,leader_only,0,44,0.943959938713138,2,1,33.0,0.8925934881526394,2,49,
MostConnected,random,50,leader_only,0,2,1.0,2,1,13.0,0.9069569248314961,2,718,
Raft,random,50,leader_only,0,2,1.0,6,1,0.0,0.863642417559858,6,108,No consensus after 20 terms
Fitness,random,50,leader_only,1,45,1.0,6,1,19.0,1.0,6,2752,
Bully,random,50,leader_only,1,49,0.8530273703738763,50,1,48.0,0.8084302658108027,49,1225,
Random,random,50,leader_only,1,14,0.6806234118853695,1,1,3.0,0.6416753546605483,1,49,
HighBattery,random,50,leader_only,1,33,0.8005704374607918,2,1,0.0,0.8129115557262346,2,49,
MostConnected,random,50,leader_only,1,45,1.0,2,1,34.0,0.8682721042298313,2,688,
Raft,random,50,leader_only,1,3,0.6409858700842791,6,1,8.0,0.7783622500143362,6,110,term=1
Fitness,random,50,leader_only,2,10,1.0,6,1,34.0,1.0,6,2824,
Bully,random,50,leader_only,2,49,0.9714159474020464,50,1,48.0,0.8972693218750403,49,1225,
Random,random,50,leader_only,2,41,0.914640777699533,1,1,32.0,0.8432387395851965,1,49,
HighBattery,random,50,leader_only,2,30,0.9456292172086421,2,1,35.0,0.8415892274420881,2,49,
MostConnected,random,50,leader_only,2,10,1.0,2,1,25.0,0.9906158660051609,2,706,
Raft,random,50,leader_only,2,3,0.9229314002006382,6,1,6.0,0.7761888886409102,6,107,term=1
Fitness,random,50,leader_only,3,11,1.0,6,1,40.0,1.0,6,2712,
Bully,random,50,leader_only,3,49,0.6942986193755535,50,1,48.0,0.7707077596299771,49,1225,
Random,random,50,leader_only,3,10,0.8143501053309106,1,1,16.0,0.8247589128667212,1,49,
HighBattery,random,50,leader_only,3,34,0.9146544716719477,2,1,29.0,0.8499724275438475,2,49,
MostConnected,random,50,leader_only,3,5,0.9970989970303601,2,1,11.0,0.9995854527893081,2,678,
Raft,random,50,leader_only,3,4,0.84469541734433,6,1,1.0,0.7497462453988232,6,110,term=1
Fitness,random,50,leader_only,4,30,1.0,6,1,45.0,1.0,6,2816,
Bully,random,50,leader_only,4,49,0.8217851805241315,50,1,48.0,0.8709437822297994,49,1225,
Random,random,50,leader_only,4,44,0.9448312132426889,1,1,25.0,0.749676398999676,1,49,
HighBattery,random,50,leader_only,4,1,0.9769235640889777,2,1,2.0,0.8383985596072131,2,49,
MostConnected,random,50,leader_only,4,45,0.998671219195645,2,1,3.0,0.901053146445356,2,700,
Raft,random,50,leader_only,4,0,0.9122368152174078,6,1,1.0,0.977965516716316,6,115,term=1
Fitness,random,50,leader_only,5,2,1.0,6,1,40.0,1.0,6,2880,
Bully,random,50,leader_only,5,49,0.7842883608751611,50,1,48.0,0.7554251120032978,49,1225,
Random,random,50,leader_only,5,2,1.0,1,1,28.0,0.8763790272893759,1,49,
HighBattery,random,50,leader_only,5,31,0.9073231740286585,2,1,27.0,0.8476552595515402,2,49,
MostConnected,random,50,leader_only,5,2,1.0,2,1,0.0,0.8809279534304969,2,720,
Raft,random,50,leader_only,5,15,0.8296637526855419,6,1,0.0,0.8396095851440749,6,120,No consensus after 20 terms
Fitness,random,50,leader_only,6,23,1.0,6,1,14.0,1.0,6,2768,
Bully,random,50,leader_only,6,49,0.7377992880975875,50,1,48.0,0.9356221827985634,49,1225,
Random,random,50,leader_only,6,3,0.8072080626063827,1,1,38.0,0.9434845933797099,1,49,
HighBattery,random,50,leader_only,6,25,0.9142087789870778,2,1,23.0,0.9839625543306222,2,49,
MostConnected,random,50,leader_only,6,28,0.9432307800591722,2,1,22.0,0.9435074881309643,2,688,
Raft,random,50,leader_only,6,0,0.8852959488574795,6,1,3.0,0.8115125025947032,6,113,term=1
Fitness,random,50,leader_only,7,37,1.0,6,1,41.0,1.0,6,2800,
Bully,random,50,leader_only,7,49,0.946659284008505,50,1,48.0,0.851356219341291,49,1225,
Random,random,50,leader_only,7,36,0.7782738061609694,1,1,19.0,0.6801722048442072,1,49,
HighBattery,random,50,leader_only,7,9,0.7800610181644309,2,1,20.0,0.916690963739111,2,49,
MostConnected,random,50,leader_only,7,39,0.9434938580050029,2,1,37.0,1.0,2,698,
Raft,random,50,leader_only,7,6,0.8626103256155588,6,1,4.0,0.7632190444580015,6,110,term=1
Fitness,random,50,leader_only,8,38,1.0,6,1,22.0,1.0,6,2824,
Bully,random,50,leader_only,8,49,0.8201387699730804,50,1,48.0,0.8489225101541554,49,1225,
Random,random,50,leader_only,8,3,0.883642790034107,1,1,48.0,0.8487658963975746,1,49,
HighBattery,random,50,leader_only,8,14,0.9101215060679032,2,1,22.0,0.9715796854614271,2,49,
MostConnected,random,50,leader_only,8,38,1.0,2,1,15.0,0.9993182471445967,2,706,
Raft,random,50,leader_only,8,6,0.868392818030614,6,1,0.0,0.8966811162571596,6,109,No consensus after 20 terms
Fitness,random,50,leader_only,9,11,1.0,6,1,33.0,1.0,6,2512,
Bully,random,50,leader_only,9,49,0.9147353410259266,50,1,48.0,0.7572204798328505,49,1225,
Random,random,50,leader_only,9,19,0.9146402647068477,1,1,36.0,0.6570670792048545,1,49,
HighBattery,random,50,leader_only,9,11,1.0,2,1,18.0,0.7490549910441946,2,49,
MostConnected,random,50,leader_only,9,1,0.9597582373102921,2,1,38.0,0.9120405310167894,2,626,
Raft,random,50,leader_only,9,4,0.8011530708162612,6,1,1.0,0.9706252556988121,6,116,term=1
Fitness,random,50,leader_only,10,24,1.0,6,1,49.0,1.0,6,2800,
Bully,random,50,leader_only,10,49,0.9825643513171652,50,1,48.0,0.8946390839908124,49,1225,
Random,random,50,leader_only,10,6,0.8563311002635107,1,1,9.0,0.8321257662558132,1,49,
HighBattery,random,50,leader_only,10,34,0.8949708942084369,2,1,7.0,0.9061351378350804,2,49,
MostConnected,random,50,leader_only,10,24,1.0,2,1,13.0,0.9516761976915221,2,700,
Raft,random,50,leader_only,10,0,0.8589410722623232,6,1,2.0,0.9102873340969676,6,112,term=1
Fitness,random,50,leader_only,11,38,1.0,6,1,11.0,1.0,6,2784,
Bully,random,50,leader_only,11,49,0.8670786624576716,50,1,48.0,0.8491262810030604,49,1225,
Random,random,50,leader_only,11,29,0.9634850864512108,1,1,25.0,0.8686196226365831,1,49,
HighBattery,random,50,leader_only,11,22,0.9751622661527642,2,1,38.0,1.0,2,49,
MostConnected,random,50,leader_only,11,40,0.9649391603491447,2,1,4.0,0.8530501846705376,2,690,
Raft,random,50,leader_only,11,6,0.7679074971901353,6,1,0.0,0.7474388543037418,6,106,No consensus after 20 terms
Fitness,random,50,leader_only,12,25,1.0,6,1,43.0,1.0,6,2784,
Bully,random,50,leader_only,12,49,0.9076640348430722,50,1,48.0,0.7899438606009429,49,1225,
Random,random,50,leader_only,12,12,0.7296805048302402,1,1,31.0,0.8936044486568424,1,49,
HighBattery,random,50,leader_only,12,23,0.822332268215134,2,1,43.0,0.9484520854058806,2,49,
MostConnected,random,50,leader_only,12,17,0.9314673610311904,2,1,29.0,0.9537299029348965,2,694,
Raft,random,50,leader_only,12,0,0.7875220698924204,6,1,9.0,0.8476792317970621,6,112,term=1
Fitness,random,50,leader_only,13,0,1.0,6,1,11.0,1.0,6,2832,
Bully,random,50,leader_only,13,49,0.8154734295286953,50,1,48.0,0.8537561391912887,49,1225,
Random,random,50,leader_only,13,27,0.9130922972031285,1,1,15.0,0.6673404062902346,1,49,
HighBattery,random,50,leader_only,13,46,0.7902740816324567,2,1,42.0,0.8741078875338886,2,49,
MostConnected,random,50,leader_only,13,0,1.0,2,1,1.0,0.9970097798318902,2,708,
Raft,random,50,leader_only,13,2,0.8222902669645389,6,1,1.0,0.9283258822731941,6,116,term=1
Fitness,random,50,leader_only,14,24,1.0,6,1,38.0,1.0,6,2784,
Bully,random,50,leader_only,14,49,0.8312451208836277,50,1,48.0,0.7955519610864367,49,1225,
Random,random,50,leader_only,14,36,0.7434949973509904,1,1,43.0,0.8372874577267168,1,49,
HighBattery,random,50,leader_only,14,35,0.7742167840998292,2,1,21.0,0.8385687068044884,2,49,
MostConnected,random,50,leader_only,14,2,0.9247808094762076,2,1,24.0,1.0,2,692,
Raft,random,50,leader_only,14,11,0.7967718475575785,6,1,3.0,0.9085168282188971,6,115,term=1
Fitness,random,50,leader_only,15,49,1.0,6,1,9.0,1.0,6,2712,
Bully,random,50,leader_only,15,49,1.0,50,1,48.0,0.7499830209009799,49,1225,
Random,random,50,leader_only,15,23,0.6551988211169261,1,1,39.0,0.8544697617417841,1,49,
HighBattery,random,50,leader_only,15,21,0.7923680018626639,2,1,6.0,0.8912585523752339,2,49,
MostConnected,random,50,leader_only,15,49,1.0,2,1,3.0,0.9907596995215663,2,678,
Raft,random,50,leader_only,15,0,0.810140080761984,6,1,3.0,0.9590576951814445,6,117,term=1
Fitness,random,50,leader_only,16,33,1.0,6,1,31.0,1.0,6,2632,
Bully,random,50,leader_only,16,49,0.6919822193038538,50,1,48.0,0.870663437309834,49,1225,
Random,random,50,leader_only,16,24,0.7273226221333474,1,1,40.0,0.73500838561894,1,49,
HighBattery,random,50,leader_only,16,42,0.853623238943468,2,1,38.0,0.8530451836472882,2,49,
MostConnected,random,50,leader_only,16,33,1.0,2,1,10.0,0.9677193603856159,2,658,
Raft,random,50,leader_only,16,0,0.7359555069040001,6,1,5.0,0.7665078792296587,6,109,term=1
Fitness,random,50,leader_only,17,21,1.0,6,1,10.0,1.0,6,2840,
Bully,random,50,leader_only,17,49,0.8241245718972395,50,1,48.0,0.7502337069210188,49,1225,
Random,random,50,leader_only,17,24,0.8181145022561599,1,1,25.0,0.6848289777470508,1,49,
HighBattery,random,50,leader_only,17,21,1.0,2,1,17.0,0.8420675241150702,2,49,
MostConnected,random,50,leader_only,17,21,1.0,2,1,43.0,0.9243898633828616,2,710,
Raft,random,50,leader_only,17,21,1.0,6,1,0.0,0.8085090980736845,6,111,No consensus after 20 terms
Fitness,random,50,leader_only,18,33,1.0,6,1,26.0,1.0,6,2816,
Bully,random,50,leader_only,18,49,0.879193930914175,50,1,48.0,0.7170721323309661,49,1225,
Random,random,50,leader_only,18,26,0.9441057098944319,1,1,4.0,0.8591175906034716,1,49,
HighBattery,random,50,leader_only,18,20,0.7709884222186459,2,1,6.0,0.8600913542992867,2,49,
MostConnected,random,50,leader_only,18,11,0.9510802382768445,2,1,13.0,0.8812683290567083,2,702,
Raft,random,50,leader_only,18,0,0.8265633739890619,6,1,3.0,0.8052746622650595,6,113,term=1
Fitness,random,50,leader_only,19,7,1.0,6,1,21.0,1.0,6,2624,
Bully,random,50,leader_only,19,49,0.6051267602207236,50,1,48.0,0.8789391689672555,49,1225,
Random,random,50,leader_only,19,40,0.7775993874129405,1,1,20.0,0.7989943735372669,1,49,
HighBattery,random,50,leader_only,19,5,0.6976415447952099,2,1,49.0,0.6041881269093979,2,49,
MostConnected,random,50,leader_only,19,7,1.0,2,1,0.0,0.9037885053389895,2,656,
Raft,random,50,leader_only,19,1,0.767402881172488,6,1,0.0,0.842223782830428,6,118,No consensus after 20 terms
Fitness,random,50,leader_only,20,40,1.0,6,1,11.0,1.0,6,2624,
Bully,random,50,leader_only,20,49,0.7203799185183561,50,1,48.0,0.7450186894326478,49,1225,
Random,random,50,leader_only,20,40,1.0,1,1,29.0,0.7556442158617965,1,49,
HighBattery,random,50,leader_only,20,48,0.7619465301205104,2,1,19.0,0.9126708342398463,2,49,
MostConnected,random,50,leader_only,20,40,1.0,2,1,1.0,0.9009943782114191,2,656,
Raft,random,50,leader_only,20,8,0.7629964517470597,6,1,3.0,0.8539023840867341,6,107,term=1
Fitness,random,50,leader_only,21,30,1.0,6,1,22.0,1.0,6,2776,
Bully,random,50,leader_only,21,49,0.9694562838133498,50,1,48.0,0.7727421945103977,49,1225,
Random,random,50,leader_only,21,33,0.8200963151387067,1,1,20.0,0.802805595989226,1,49,
HighBattery,random,50,leader_only,21,46,0.8841911549925376,2,1,49.0,0.9502638112786395,2,49,
MostConnected,random,50,leader_only,21,21,0.9599370777917857,2,1,26.0,0.8986895259811164,2,688,
Raft,random,50,leader_only,21,2,0.8713783147122723,6,1,9.0,0.8245772992489345,6,110,term=1
Fitness,random,50,leader_only,22,44,1.0,6,1,36.0,1.0,6,2752,
Bully,random,50,leader_only,22,49,0.816673492146405,50,1,48.0,0.7033292800998621,49,1225,
Random,random,50,leader_only,22,43,0.8426346175291279,1,1,5.0,0.7940459191670672,1,49,
HighBattery,random,50,leader_only,22,24,0.8820093845799829,2,1,41.0,0.850387093431039,2,49,
MostConnected,random,50,leader_only,22,36,0.9970363887560686,2,1,12.0,0.950724547472855,2,678,
Raft,random,50,leader_only,22,1,0.8188910748720724,6,1,2.0,0.8927086170220652,6,111,term=1
Fitness,random,50,leader_only,23,9,1.0,6,1,43.0,1.0,6,2864,
Bully,random,50,leader_only,23,49,0.8438433761890227,50,1,48.0,0.7045841433534431,49,1225,
Random,random,50,leader_only,23,6,0.9513084537226792,1,1,29.0,0.8965970228605618,1,49,
HighBattery,random,50,leader_only,23,1,0.7600787206229838,2,1,45.0,0.8314463213831108,2,49,
MostConnected,random,50,leader_only,23,31,0.8768304372480662,2,1,0.0,0.9304215325841951,2,714,
Raft,random,50,leader_only,23,0,0.926290847147159,6,1,1.0,0.7601526278751027,6,108,term=1
Fitness,random,50,leader_only,24,43,1.0,6,1,49.0,1.0,6,2968,
Bully,random,50,leader_only,24,49,0.9937585453204368,50,1,48.0,0.8022749530706129,49,1225,
Random,random,50,leader_only,24,30,0.8619291376246636,1,1,14.0,0.8167634067321997,1,49,
HighBattery,random,50,leader_only,24,17,0.9619454468577301,2,1,21.0,0.829212065237218,2,49,
MostConnected,random,50,leader_only,24,29,0.9876600317916416,2,1,43.0,1.0,2,740,
Raft,random,50,leader_only,24,6,0.8397591745838144,6,1,0.0,0.8739013616543148,6,114,No consensus after 20 terms
Fitness,random,50,leader_only,25,49,1.0,6,1,47.0,1.0,6,2832,
Bully,random,50,leader_only,25,49,1.0,50,1,48.0,0.7860695743261529,49,1225,
Random,random,50,leader_only,25,36,0.7804105574424834,1,1,20.0,0.9634269649297745,1,49,
HighBattery,random,50,leader_only,25,19,0.8927464815229925,2,1,43.0,0.9068200934097645,2,49,
MostConnected,random,50,leader_only,25,11,0.8966592256731271,2,1,12.0,0.9817349977876809,2,704,
Raft,random,50,leader_only,25,3,0.838998981801956,6,1,1.0,0.8675305153189655,6,108,term=1
Fitness,random,50,leader_only,26,34,1.0,6,1,21.0,1.0,6,2816,
Bully,random,50,leader_only,26,49,0.7477220597157747,50,1,48.0,0.7600484864124843,49,1225,
Random,random,50,leader_only,26,35,0.8830833537071591,1,1,3.0,0.8315224579664631,1,49,
HighBattery,random,50,leader_only,26,21,0.9838677649978574,2,1,18.0,0.7611961813892478,2,49,
MostConnected,random,50,leader_only,26,8,0.9158171762365954,2,1,32.0,0.8709215199872893,2,696,
Raft,random,50,leader_only,26,2,0.9206673298858649,6,1,5.0,0.8308263279276964,6,108,term=1
Fitness,random,50,leader_only,27,10,1.0,6,1,31.0,1.0,6,2736,
Bully,random,50,leader_only,27,49,0.6906799334500376,50,1,48.0,0.9283312089598301,49,1225,
Random,random,50,leader_only,27,37,0.8078065707356027,1,1,7.0,0.7023356299701756,1,49,
HighBattery,random,50,leader_only,27,48,0.9280389001781212,2,1,43.0,0.9339606715660217,2,49,
MostConnected,random,50,leader_only,27,10,1.0,2,1,31.0,1.0,2,684,
