algorithm,topology,n_agents,failure_type,trial,initial_leader,initial_lqs,initial_rounds,killed_agents,recovery_leader,recovery_lqs,recovery_rounds,recovery_messages,recovery_notes
Raft,random,50,leader_only,27,11,0.882308421732443,6,1,2.0,0.7975255340114961,6,109,term=1
Fitness,random,50,leader_only,28,19,1.0,6,1,22.0,1.0,6,2784,
Bully,random,50,leader_only,28,49,0.7720756927156617,50,1,48.0,0.8292720155583249,49,1225,
Random,random,50,leader_only,28,43,0.8261781733549752,1,1,36.0,0.757726362860859,1,49,
HighBattery,random,50,leader_only,28,8,0.9347982651761702,2,1,30.0,0.8817707184949144,2,49,
MostConnected,random,50,leader_only,28,7,0.8634024034775922,2,1,13.0,0.9000390769775672,2,692,
Raft,random,50,leader_only,28,4,0.8785535718233145,6,1,0.0,0.7723633167118094,6,111,No consensus after 20 terms
Fitness,random,50,leader_only,29,18,1.0,6,1,7.0,1.0,6,2560,
Bully,random,50,leader_only,29,49,0.7915817393592542,50,1,48.0,0.8412033321766422,49,1225,
Random,random,50,leader_only,29,49,0.7915817393592542,1,1,2.0,0.8261335742749122,1,49,
HighBattery,random,50,leader_only,29,24,0.8793050696566224,2,1,13.0,0.9587227458778147,2,49,
MostConnected,random,50,leader_only,29,18,1.0,2,1,6.0,0.9429449675640666,2,640,
Raft,random,50,leader_only,29,0,0.821453537309654,6,1,3.0,0.7515523656856433,6,105,term=1
Fitness,random,50,leader_and_secondary,0,43,1.0,6,2,35.0,1.0,6,2504,
Bully,random,50,leader_and_secondary,0,49,0.7978650047743676,50,2,47.0,0.646651102537403,48,1176,
Random,random,50,leader_and_secondary,0,5,0.7468355149725534,1,2,27.0,0.8728428457646197,1,48,
HighBattery,random,50,leader_and_secondary,0,27,0.8832200547523977,2,2,1.0,0.8123023796250425,2,48,
MostConnected,random,50,leader_and_secondary,0,43,1.0,2,2,36.0,0.959356377108484,2,626,
Raft,random,50,leader_and_secondary,0,2,0.8856932060887236,6,2,4.0,0.8622647987901638,6,111,term=1
Fitness,random,50,leader_and_secondary,1,20,1.0,6,2,16.0,1.0,6,2776,
Bully,random,50,leader_and_secondary,1,49,0.9001860570235818,50,2,47.0,0.8340196103354272,48,1176,
Random,random,50,leader_and_secondary,1,6,0.9098803924170957,1,2,3.0,0.9344610350583771,1,48,
HighBattery,random,50,leader_and_secondary,1,20,1.0,2,2,24.0,0.960248325040266,2,48,
MostConnected,random,50,leader_and_secondary,1,6,0.9098803924170957,2,2,20.0,1.0,2,694,
Raft,random,50,leader_and_secondary,1,4,0.9488786130341731,6,2,5.0,0.8071282436763794,6,109,term=1
Fitness,random,50,leader_and_secondary,2,12,1.0,6,2,48.0,1.0,6,2520,
Bully,random,50,leader_and_secondary,2,49,0.9541403923610517,50,2,47.0,0.8020283221246994,48,1176,
Random,random,50,leader_and_secondary,2,10,0.8971248911538985,1,2,48.0,0.9888602308885935,1,48,
HighBattery,random,50,leader_and_secondary,2,45,0.9137455366148604,2,2,12.0,1.0,2,48,
MostConnected,random,50,leader_and_secondary,2,48,0.9665618950920446,2,2,49.0,0.9816492754422559,2,612,
Raft,random,50,leader_and_secondary,2,0,0.8892702302889653,6,2,10.0,0.8787588864503125,6,109,term=1
Fitness,random,50,leader_and_secondary,3,6,1.0,6,2,5.0,1.0,6,2792,
Bully,random,50,leader_and_secondary,3,49,0.7865973428112895,50,2,47.0,0.9068936056301712,48,1176,
Random,random,50,leader_and_secondary,3,12,0.9080223850395402,1,2,49.0,0.7877981236285473,1,48,
HighBattery,random,50,leader_and_secondary,3,20,0.9241997722436748,2,2,7.0,0.8384701824577838,2,48,
MostConnected,random,50,leader_and_secondary,3,1,0.93052603334754,2,2,5.0,0.9666241617670107,2,682,
Raft,random,50,leader_and_secondary,3,0,0.790510171188423,6,2,1.0,0.9266204499309157,6,116,term=1
Fitness,random,50,leader_and_secondary,4,49,1.0,6,2,40.0,1.0,6,2600,
Bully,random,50,leader_and_secondary,4,49,1.0,50,2,47.0,0.7182958083814323,48,1176,
Random,random,50,leader_and_secondary,4,6,0.8109085000621131,1,2,18.0,0.6948513879390514,1,48,
HighBattery,random,50,leader_and_secondary,4,2,0.8983236881476842,2,2,37.0,0.8890723241165877,2,48,
MostConnected,random,50,leader_and_secondary,4,33,0.9734722265415177,2,2,7.0,0.8557847892797467,2,638,
Raft,random,50,leader_and_secondary,4,1,0.7542300183919299,6,2,5.0,0.8310984949387537,6,106,term=1
Fitness,random,50,leader_and_secondary,5,26,1.0,6,2,20.0,1.0,6,2688,
Bully,random,50,leader_and_secondary,5,49,0.8094124079408547,50,2,47.0,0.9655878720350023,48,1176,
Random,random,50,leader_and_secondary,5,46,0.8734693464618296,1,2,40.0,0.8658914294166077,1,48,
HighBattery,random,50,leader_and_secondary,5,14,0.8572255564925444,2,2,23.0,0.9977023174663315,2,48,
MostConnected,random,50,leader_and_secondary,5,20,0.9876305686381049,2,2,26.0,1.0,2,666,
Raft,random,50,leader_and_secondary,5,4,0.7792338213797123,6,2,8.0,0.8209215622702365,6,109,term=1
Fitness,random,50,leader_and_secondary,6,34,1.0,6,2,4.0,1.0,6,2464,
Bully,random,50,leader_and_secondary,6,49,0.8759394624389204,50,2,47.0,0.7376145930997775,48,1176,
Random,random,50,leader_and_secondary,6,40,0.9919839002400296,1,2,24.0,0.8196927075170045,1,48,
HighBattery,random,50,leader_and_secondary,6,46,0.927922148167166,2,2,21.0,0.8575583954848253,2,48,
MostConnected,random,50,leader_and_secondary,6,20,0.8913119412211282,2,2,8.0,0.9183626415172305,2,608,
Raft,random,50,leader_and_secondary,6,1,0.7572980667108689,6,2,5.0,0.8613244961355315,6,110,term=1
Fitness,random,50,leader_and_secondary,7,45,1.0,6,2,3.0,1.0,6,2608,
Bully,random,50,leader_and_secondary,7,49,0.7745998773712732,50,2,47.0,0.7687597485369023,48,1176,
Random,random,50,leader_and_secondary,7,7,0.9626799843568798,1,2,31.0,0.8018571183426431,1,48,
HighBattery,random,50,leader_and_secondary,7,9,0.8427486413431665,2,2,6.0,0.8698793023850236,2,48,
MostConnected,random,50,leader_and_secondary,7,2,0.9565605415350897,2,2,12.0,0.9093391982023175,2,646,
Raft,random,50,leader_and_secondary,7,3,0.9546420392533819,6,2,1.0,0.8307025878373718,6,105,term=1
Fitness,random,50,leader_and_secondary,8,18,1.0,6,2,43.0,1.0,6,2664,
Bully,random,50,leader_and_secondary,8,49,0.7786640094778281,50,2,47.0,0.7879977094529511,48,1176,
Random,random,50,leader_and_secondary,8,20,0.7706255353659375,1,2,33.0,0.8596073678072553,1,48,
HighBattery,random,50,leader_and_secondary,8,20,0.7706255353659375,2,2,9.0,0.8682881050685661,2,48,
MostConnected,random,50,leader_and_secondary,8,18,1.0,2,2,43.0,1.0,2,666,
Raft,random,50,leader_and_secondary,8,0,0.7604490077685635,6,2,2.0,0.8623763082693098,6,111,term=1
Fitness,random,50,leader_and_secondary,9,34,1.0,6,2,14.0,1.0,6,2480,
Bully,random,50,leader_and_secondary,9,49,0.8023122351075942,50,2,47.0,0.7886647435756027,48,1176,
Random,random,50,leader_and_secondary,9,31,0.7804563944367636,1,2,45.0,0.6591569107707447,1,48,
HighBattery,random,50,leader_and_secondary,9,33,0.7967492123466671,2,2,17.0,0.9017870507985298,2,48,
MostConnected,random,50,leader_and_secondary,9,14,0.9313574526437749,2,2,34.0,1.0,2,614,
Raft,random,50,leader_and_secondary,9,1,0.7735445390615653,6,2,7.0,0.7110206835444136,6,108,term=1
Fitness,random,50,leader_and_secondary,10,0,1.0,6,2,37.0,1.0,6,2712,
Bully,random,50,leader_and_secondary,10,49,0.757949933258469,50,2,47.0,0.8737051015367158,48,1176,
Random,random,50,leader_and_secondary,10,7,0.8177851667039104,1,2,27.0,0.6955160570853659,1,48,
HighBattery,random,50,leader_and_secondary,10,28,0.9622895503192298,2,2,33.0,0.9282701981714442,2,48,
MostConnected,random,50,leader_and_secondary,10,37,0.9758342843129075,2,2,24.0,0.8616176487756042,2,668,
Raft,random,50,leader_and_secondary,10,0,1.0,6,2,2.0,0.8196002700717863,6,111,term=1
Fitness,random,50,leader_and_secondary,11,45,1.0,6,2,7.0,1.0,6,2640,
Bully,random,50,leader_and_secondary,11,49,0.80155968650251,50,2,47.0,0.7664948087937292,48,1176,
Random,random,50,leader_and_secondary,11,13,0.9759408006824204,1,2,36.0,0.8745863847591125,1,48,
HighBattery,random,50,leader_and_secondary,11,25,0.9817148630797937,2,2,5.0,0.8052302206225452,2,48,
MostConnected,random,50,leader_and_secondary,11,44,0.9979602132302103,2,2,21.0,0.9123239783691046,2,654,
Raft,random,50,leader_and_secondary,11,1,0.8258227665991487,6,2,0.0,0.877133579378372,6,108,No consensus after 20 terms
Fitness,random,50,leader_and_secondary,12,2,1.0,6,2,48.0,1.0,6,2720,
Bully,random,50,leader_and_secondary,12,49,0.9090188780383085,50,2,47.0,0.8409742423588015,48,1176,
Random,random,50,leader_and_secondary,12,48,0.9498152151781041,1,2,13.0,0.8457719693776075,1,48,
HighBattery,random,50,leader_and_secondary,12,7,0.8620661998934698,2,2,47.0,0.8861820592680916,2,48,
MostConnected,random,50,leader_and_secondary,12,25,0.9135021682155611,2,2,2.0,1.0,2,674,
Raft,random,50,leader_and_secondary,12,2,1.0,6,2,0.0,0.7894480566593288,6,110,No consensus after 20 terms
Fitness,random,50,leader_and_secondary,13,35,1.0,6,2,19.0,1.0,6,2688,
Bully,random,50,leader_and_secondary,13,49,0.9725657034339918,50,2,47.0,0.9345895621508666,48,1176,
Random,random,50,leader_and_secondary,13,8,0.7820713375078825,1,2,38.0,0.9033527057600893,1,48,
HighBattery,random,50,leader_and_secondary,13,14,0.9760335386253914,2,2,2.0,0.9174380567772767,2,48,
MostConnected,random,50,leader_and_secondary,13,24,0.9885503843404254,2,2,17.0,1.0,2,662,
Raft,random,50,leader_and_secondary,13,0,0.8549138377483637,6,2,1.0,0.9074083790095319,6,110,term=1
Fitness,random,50,leader_and_secondary,14,8,1.0,6,2,12.0,1.0,6,2496,
Bully,random,50,leader_and_secondary,14,49,0.7731195680672537,50,2,47.0,0.7738356168262669,48,1176,
Random,random,50,leader_and_secondary,14,25,0.8066392979569237,1,2,11.0,0.7581832561872333,1,48,
HighBattery,random,50,leader_and_secondary,14,18,0.8787823587821798,2,2,49.0,0.7865173996524882,2,48,
MostConnected,random,50,leader_and_secondary,14,12,0.9950471174139354,2,2,36.0,0.7911094772636615,2,620,
Raft,random,50,leader_and_secondary,14,1,0.7759988182214925,6,2,5.0,0.8415608039621266,6,108,term=1
Fitness,random,50,leader_and_secondary,15,21,1.0,6,2,30.0,1.0,6,2800,
Bully,random,50,leader_and_secondary,15,49,0.7942453845983097,50,2,47.0,0.863152524043867,48,1176,
Random,random,50,leader_and_secondary,15,11,0.8376251050417095,1,2,15.0,0.8577250710390625,1,48,
HighBattery,random,50,leader_and_secondary,15,14,0.8763846541294742,2,2,36.0,0.9495574638808801,2,48,
MostConnected,random,50,leader_and_secondary,15,42,0.8538092626498209,2,2,3.0,0.8930310675273789,2,694,
Raft,random,50,leader_and_secondary,15,3,0.9228482416637389,6,2,0.0,0.9134816340532469,6,111,No consensus after 20 terms
Fitness,random,50,leader_and_secondary,16,40,1.0,6,2,15.0,1.0,6,2488,
Bully,random,50,leader_and_secondary,16,49,0.8084784027879333,50,2,47.0,0.7699947103873432,48,1176,
Random,random,50,leader_and_secondary,16,24,0.8256426759865071,1,2,20.0,0.7698925383640005,1,48,
HighBattery,random,50,leader_and_secondary,16,32,0.9028222297861297,2,2,43.0,0.8743602719453076,2,48,
MostConnected,random,50,leader_and_secondary,16,5,0.9610706292945511,2,2,4.0,0.8948394004920683,2,616,
Raft,random,50,leader_and_secondary,16,7,0.8511505945196965,6,2,1.0,0.7915250719845,6,106,term=1
Fitness,random,50,leader_and_secondary,17,5,1.0,6,2,7.0,1.0,6,2792,
Bully,random,50,leader_and_secondary,17,49,0.7058455084961616,50,2,47.0,0.8299212095990567,48,1176,
Random,random,50,leader_and_secondary,17,49,0.7058455084961616,1,2,44.0,0.6227001431856648,1,48,
HighBattery,random,50,leader_and_secondary,17,2,0.9326519761081097,2,2,11.0,0.821613427489081,2,48,
MostConnected,random,50,leader_and_secondary,17,2,0.9326519761081097,2,2,8.0,0.864728932861337,2,694,
Raft,random,50,leader_and_secondary,17,0,0.7519951375083492,6,2,1.0,0.7747291609110124,6,109,term=1
Fitness,random,50,leader_and_secondary,18,43,1.0,6,2,37.0,1.0,6,2672,
Bully,random,50,leader_and_secondary,18,49,0.7901782419119194,50,2,47.0,0.8478920476602423,48,1176,
Random,random,50,leader_and_secondary,18,42,0.8469251558650477,1,2,0.0,0.8855329560383476,1,48,
HighBattery,random,50,leader_and_secondary,18,24,0.7457600044912019,2,2,45.0,0.8229282673013141,2,48,
MostConnected,random,50,leader_and_secondary,18,40,0.9528116019557115,2,2,15.0,0.8510131145329404,2,660,
Raft,random,50,leader_and_secondary,18,6,0.9103312428535304,6,2,2.0,0.8079210849820684,6,106,term=1
Fitness,random,50,leader_and_secondary,19,36,1.0,6,2,2.0,1.0,6,2712,
Bully,random,50,leader_and_secondary,19,49,0.8497873116042125,50,2,47.0,0.7706964346680826,48,1176,
Random,random,50,leader_and_secondary,19,49,0.8497873116042125,1,2,2.0,0.9495572454340274,1,48,
HighBattery,random,50,leader_and_secondary,19,21,0.8156119529990067,2,2,38.0,0.7573980580726927,2,48,
MostConnected,random,50,leader_and_secondary,19,31,0.9155941092041224,2,2,36.0,1.0,2,676,
Raft,random,50,leader_and_secondary,19,1,0.8375323782485192,6,2,7.0,0.7516791807675749,6,110,term=1
Fitness,random,50,leader_and_secondary,20,32,1.0,6,2,27.0,1.0,6,2536,
Bully,random,50,leader_and_secondary,20,49,0.8652371455196401,50,2,47.0,0.616354522106183,48,1176,
Random,random,50,leader_and_secondary,20,47,0.6148919566663906,1,2,38.0,0.7875178678009861,1,48,
HighBattery,random,50,leader_and_secondary,20,0,0.7949614425748693,2,2,47.0,0.6144687820291057,2,48,
MostConnected,random,50,leader_and_secondary,20,23,0.8903843123503961,2,2,27.0,0.9979519866504047,2,632,
Raft,random,50,leader_and_secondary,20,5,0.8195855439262142,6,2,1.0,0.8280649743975055,6,115,term=1
Fitness,random,50,leader_and_secondary,21,12,1.0,6,2,2.0,1.0,6,2584,
Bully,random,50,leader_and_secondary,21,49,0.8704096596523648,50,2,47.0,0.7911801091556333,48,1176,
Random,random,50,leader_and_secondary,21,8,0.9420823071125649,1,2,16.0,0.8610177094757636,1,48,
HighBattery,random,50,leader_and_secondary,21,5,0.8708196221132187,2,2,24.0,0.8376640357431172,2,48,
MostConnected,random,50,leader_and_secondary,21,2,0.9975107815397332,2,2,6.0,0.941406488649129,2,640,
Raft,random,50,leader_and_secondary,21,1,0.7952147971462593,6,2,2.0,0.9992523502994961,6,115,term=1
Fitness,random,50,leader_and_secondary,22,43,1.0,6,2,26.0,1.0,6,2544,
Bully,random,50,leader_and_secondary,22,49,0.8633790212062256,50,2,47.0,0.8531759921414998,48,1176,
Random,random,50,leader_and_secondary,22,49,0.8633790212062256,1,2,42.0,0.7354211270030239,1,48,
HighBattery,random,50,leader_and_secondary,22,18,0.912604147847735,2,2,27.0,0.9165056670133575,2,48,
MostConnected,random,50,leader_and_secondary,22,24,0.9388476114553304,2,2,14.0,0.8626965398922481,2,630,
Raft,random,50,leader_and_secondary,22,4,0.8889342436995475,6,2,0.0,0.7720793605116614,6,108,No consensus after 20 terms
Fitness,random,50,leader_and_secondary,23,22,1.0,6,2,23.0,1.0,6,2696,
Bully,random,50,leader_and_secondary,23,49,0.763730334367043,50,2,47.0,0.7871261148547918,48,1176,
Random,random,50,leader_and_secondary,23,22,1.0,1,2,3.0,0.9403735557357875,1,48,
HighBattery,random,50,leader_and_secondary,23,16,0.9567836036543956,2,2,43.0,0.8573950727065002,2,48,
MostConnected,random,50,leader_and_secondary,23,7,0.8582957555480036,2,2,9.0,0.9987293185591894,2,670,
Raft,random,50,leader_and_secondary,23,0,0.7589393556363809,6,2,6.0,0.7098518127426372,6,103,term=1
Fitness,random,50,leader_and_secondary,24,31,1.0,6,2,47.0,1.0,6,2712,
Bully,random,50,leader_and_secondary,24,49,0.7596829980053901,50,2,47.0,0.9615213167352594,48,1176,
Random,random,50,leader_and_secondary,24,29,0.9056617647722326,1,2,16.0,0.947058415294743,1,48,
HighBattery,random,50,leader_and_secondary,24,21,0.9082193513058338,2,2,5.0,0.8482147706433913,2,48,
MostConnected,random,50,leader_and_secondary,24,31,1.0,2,2,16.0,0.9720258812457049,2,676,
Raft,random,50,leader_and_secondary,24,1,0.8286252321371367,6,2,7.0,0.8002039735501578,6,107,term=1
Fitness,random,50,leader_and_secondary,25,46,1.0,6,2,7.0,1.0,6,2792,
Bully,random,50,leader_and_secondary,25,49,0.8372246085763562,50,2,47.0,0.7389520264728726,48,1176,
Random,random,50,leader_and_secondary,25,32,0.8833891619030764,1,2,36.0,0.6747387497695331,1,48,
HighBattery,random,50,leader_and_secondary,25,26,0.8357210032441279,2,2,46.0,1.0,2,48,
MostConnected,random,50,leader_and_secondary,25,7,0.9213805568751223,2,2,46.0,1.0,2,690,
Raft,random,50,leader_and_secondary,25,1,0.7617746421557116,6,2,4.0,0.7909369054084097,6,113,term=1
Fitness,random,50,leader_and_secondary,26,29,1.0,6,2,13.0,1.0,6,2424,
Bully,random,50,leader_and_secondary,26,49,0.79960840796117,50,2,47.0,0.8017922163485576,48,1176,
Random,random,50,leader_and_secondary,26,14,0.9135272221501668,1,2,1.0,0.8645054377030832,1,48,
HighBattery,random,50,leader_and_secondary,26,28,0.9395448690324616,2,2,18.0,0.8640824539526015,2,48,
MostConnected,random,50,leader_and_secondary,26,14,0.9135272221501668,2,2,23.0,0.9551434882534351,2,602,
Raft,random,50,leader_and_secondary,26,4,0.7826300961104663,6,2,0.0,0.8418938180090431,6,106,No consensus after 20 terms
Fitness,random,50,leader_and_secondary,27,25,1.0,6,2,27.0,1.0,6,2680,
Bully,random,50,leader_and_secondary,27,49,0.8014311813038738,50,2,47.0,0.5976249340450538,48,1176,
Random,random,50,leader_and_secondary,27,30,0.8532786745494797,1,2,23.0,0.8444548598399483,1,48,
HighBattery,random,50,leader_and_secondary,27,37,0.8150288700487375,2,2,45.0,0.8073120500186504,2,48,
MostConnected,random,50,leader_and_secondary,27,0,0.7487091456054465,2,2,6.0,1.0,2,666,
Raft,random,50,leader_and_secondary,27,0,0.7487091456054465,6,2,11.0,0.8458028822685104,6,111,term=1
Fitness,random,50,leader_and_secondary,28,49,1.0,6,2,42.0,1.0,6,2608,
Bully,random,50,leader_and_secondary,28,49,1.0,50,2,47.0,0.8715556693989346,48,1176,
Random,random,50,leader_and_secondary,28,34,0.7679669120775477,1,2,9.0,0.8692753585637613,1,48,
HighBattery,random,50,leader_and_secondary,28,7,0.7045301393246343,2,2,49.0,1.0,2,48,
MostConnected,random,50,leader_and_secondary,28,10,0.8448943518325281,2,2,42.0,0.9492356911937753,2,648,
Raft,random,50,leader_and_secondary,28,5,0.8875379896524652,6,2,0.0,0.7492411361775813,6,112,No consensus after 20 terms
Fitness,random,50,leader_and_secondary,29,28,1.0,6,2,14.0,1.0,6,2760,
Bully,random,50,leader_and_secondary,29,49,0.8208298626338881,50,2,47.0,0.8799034287008333,48,1176,
Random,random,50,leader_and_secondary,29,46,0.9503093972253703,1,2,36.0,0.8421333592944233,1,48,
HighBattery,random,50,leader_and_secondary,29,39,0.9609926869304184,2,2,8.0,0.9048902872990677,2,48,
MostConnected,random,50,leader_and_secondary,29,28,1.0,2,2,22.0,0.976523619123567,2,682,
Raft,random,50,leader_and_secondary,29,0,0.9530160998905843,6,2,3.0,0.8454062817725512,6,110,term=1
Fitness,scale_free,50,leader_only,0,0,1.0,7,1,2.0,1.0,7,770,
Bully,scale_free,50,leader_only,0,49,0.5707284615170402,50,1,48.0,0.49377580490042416,49,1225,
Random,scale_free,50,leader_only,0,34,0.637204098483015,1,1,18.0,0.6763887888364626,1,49,
HighBattery,scale_free,50,leader_only,0,0,1.0,2,1,41.0,0.6554337996970843,2,49,
MostConnected,scale_free,50,leader_only,0,2,0.9964559730961969,2,1,0.0,1.0,2,150,
Raft,scale_free,50,leader_only,0,3,0.7170050667366913,6,1,7.0,0.6329317925394303,6,104,term=1
Fitness,scale_free,50,leader_only,1,3,1.0,7,1,5.0,1.0,8,948,
Bully,scale_free,50,leader_only,1,49,0.7278027491674295,50,1,48.0,0.6528699876979449,49,1225,
Random,scale_free,50,leader_only,1,19,0.6651684841120744,1,1,13.0,0.6261751154243194,1,49,
HighBattery,scale_free,50,leader_only,1,40,0.658927924905662,2,1,47.0,0.7441430602611374,2,49,
MostConnected,scale_free,50,leader_only,1,3,1.0,2,1,4.0,0.9575399714719663,2,158,
Raft,scale_free,50,leader_only,1,0,0.7572567360071635,6,1,4.0,0.8639868352756183,6,111,term=1
Fitness,scale_free,50,leader_only,2,4,1.0,7,1,2.0,1.0,8,984,
Bully,scale_free,50,leader_only,2,49,0.663536870279758,50,1,48.0,0.608332248471185,49,1225,
Random,scale_free,50,leader_only,2,46,0.6438874351712827,1,1,40.0,0.6615141034294472,1,49,
HighBattery,scale_free,50,leader_only,2,42,0.728195372731574,2,1,43.0,0.6845310918196911,2,49,
MostConnected,scale_free,50,leader_only,2,4,1.0,2,1,0.0,0.9838265801961457,2,164,
Raft,scale_free,50,leader_only,2,2,0.9530728960257642,6,1,4.0,1.0,6,110,term=1
Fitness,scale_free,50,leader_only,3,3,1.0,7,1,6.0,1.0,8,936,
Bully,scale_free,50,leader_only,3,49,0.7124729180214509,50,1,48.0,0.6687256131588647,49,1225,
Random,scale_free,50,leader_only,3,16,0.7019928032003598,1,1,3.0,1.0,1,49,
HighBattery,scale_free,50,leader_only,3,3,1.0,2,1,46.0,0.7565348174483572,2,49,
MostConnected,scale_free,50,leader_only,3,3,1.0,2,1,6.0,1.0,2,156,
Raft,scale_free,50,leader_only,3,1,0.7796209807315804,6,1,2.0,0.8294800720651755,6,108,term=1
Fitness,scale_free,50,leader_only,4,5,1.0,7,1,0.0,1.0,7,800,
Bully,scale_free,50,leader_only,4,49,0.598845430828488,50,1,48.0,0.5789284805860339,49,1225,
