algorithm,topology,n_agents,trial,rounds_to_converge,messages_sent,lqs,graph_diameter,graph_density,election_time_ms
Fitness,mesh,30,22,9,686,1.0,9,0.1126,20.51591699999733
Bully,mesh,30,22,30,465,0.6494508051952286,9,0.1126,8.967589999997472
Random,mesh,30,22,1,30,0.8863305837963512,9,0.1126,6.484629000013342
HighBattery,mesh,30,22,2,30,0.7587452233903113,9,0.1126,6.577941999992731
MostConnected,mesh,30,22,2,98,0.8663621198873996,9,0.1126,6.579504999990604
Raft,mesh,30,22,6,62,0.7686368490897271,9,0.1126,7.820508000008886
Fitness,mesh,30,23,10,784,1.0,9,0.1126,26.183055000004174
Bully,mesh,30,23,30,465,0.7973491481772204,9,0.1126,6.298404999995455
Random,mesh,30,23,1,30,0.7094171330957758,9,0.1126,8.539869000003364
HighBattery,mesh,30,23,2,30,0.9193408031610953,9,0.1126,7.783574000001181
MostConnected,mesh,30,23,2,98,0.8762154305043749,9,0.1126,8.666507000000934
Raft,mesh,30,23,6,62,0.7481782213891534,9,0.1126,10.093676000010987
Fitness,mesh,30,24,10,784,1.0,9,0.1126,20.793756000003327
Bully,mesh,30,24,30,465,0.7478120108302441,9,0.1126,9.508491999994817
Random,mesh,30,24,1,30,0.8025272492238654,9,0.1126,7.491622999992842
HighBattery,mesh,30,24,2,30,0.7478120108302441,9,0.1126,10.301567999988492
MostConnected,mesh,30,24,2,98,0.9266246101880018,9,0.1126,6.833925999998769
Raft,mesh,30,24,6,61,0.5790315019579303,9,0.1126,8.596261000008099
Fitness,mesh,30,25,9,686,1.0,9,0.1126,19.540567999996483
Bully,mesh,30,25,30,465,0.7381861918338278,9,0.1126,6.363621000005537
Random,mesh,30,25,1,30,0.6514610213332822,9,0.1126,10.624475000000189
HighBattery,mesh,30,25,2,30,0.8952105994459172,9,0.1126,12.445465999988414
MostConnected,mesh,30,25,2,98,0.8952105994459172,9,0.1126,12.046886999996786
Raft,mesh,30,25,6,61,0.5697773438027615,9,0.1126,13.07341599999745
Fitness,mesh,30,26,9,686,1.0,9,0.1126,21.546966999991923
Bully,mesh,30,26,30,465,0.6121846968926079,9,0.1126,6.218165999996472
Random,mesh,30,26,1,30,0.7730238239866972,9,0.1126,10.740640000008739
HighBattery,mesh,30,26,2,30,0.6753637306293503,9,0.1126,9.11078999999404
MostConnected,mesh,30,26,2,98,0.7653850418458943,9,0.1126,9.934470999994005
Raft,mesh,30,26,6,61,0.5789210656614426,9,0.1126,10.0078799999892
Fitness,mesh,30,27,10,784,1.0,9,0.1126,22.15378999999018
Bully,mesh,30,27,30,465,0.6290548970614029,9,0.1126,7.060481999999979
Random,mesh,30,27,1,30,0.6928329141228056,9,0.1126,7.91710900000453
HighBattery,mesh,30,27,2,30,0.8017156877175334,9,0.1126,7.590754999995397
MostConnected,mesh,30,27,2,98,0.8608502539688156,9,0.1126,6.698137999990195
Raft,mesh,30,27,6,63,0.8608502539688156,9,0.1126,10.792388999988134
Fitness,mesh,30,28,9,686,1.0,9,0.1126,22.416370999991386
Bully,mesh,30,28,30,465,0.6825012269171932,9,0.1126,7.521615000001702
Random,mesh,30,28,1,30,0.898913394796207,9,0.1126,9.921277999993094
HighBattery,mesh,30,28,2,30,0.7200462076420202,9,0.1126,10.889434999995729
MostConnected,mesh,30,28,2,98,0.8641799057367726,9,0.1126,7.910064000000716
Raft,mesh,30,28,6,61,0.6106269376558503,9,0.1126,8.11849599999448
Fitness,mesh,30,29,10,784,1.0,9,0.1126,20.568667999995682
Bully,mesh,30,29,30,465,0.6878114943245374,9,0.1126,8.486403999995673
Random,mesh,30,29,1,30,0.720470251985116,9,0.1126,10.316211000002795
HighBattery,mesh,30,29,2,30,0.6480691119076385,9,0.1126,10.450368999997295
MostConnected,mesh,30,29,2,98,0.8678484566203162,9,0.1126,9.471621000002983
Raft,mesh,30,29,6,62,0.7171409085106065,9,0.1126,10.444731999996293
Fitness,random,30,0,6,1080,1.0,3,0.3103,16.123849999999607
Bully,random,30,0,30,465,0.7463061278609938,3,0.3103,6.162793000001443
Random,random,30,0,1,30,0.8410331951294806,3,0.3103,5.6343469999973195
HighBattery,random,30,0,2,30,1.0,3,0.3103,6.653196000002026
MostConnected,random,30,0,2,270,0.9381621067882644,3,0.3103,6.853241999991155
Raft,random,30,0,6,67,0.882055634607982,3,0.3103,6.11250799998686
Fitness,random,30,1,6,1000,1.0,3,0.2874,23.36065000000076
Bully,random,30,1,30,465,0.9464623516893754,3,0.2874,6.155875999994009
Random,random,30,1,1,30,0.8581203703354794,3,0.2874,5.456257000005849
HighBattery,random,30,1,2,30,0.9425337517253246,3,0.2874,5.462002999991
MostConnected,random,30,1,2,250,1.0,3,0.2874,7.855860999995912
Raft,random,30,1,6,68,0.8548437827047242,3,0.2874,8.292609999998035
Fitness,random,30,2,6,1016,1.0,3,0.292,20.333057000001986
Bully,random,30,2,30,465,0.72154952472938,3,0.292,5.38610600000311
Random,random,30,2,1,30,0.8456639133153554,3,0.292,5.670266999999285
HighBattery,random,30,2,2,30,0.938420196626143,3,0.292,5.640098000000648
MostConnected,random,30,2,2,254,1.0,3,0.292,9.019612000003008
Raft,random,30,2,6,70,0.8456639133153554,3,0.292,8.191566999997235
Fitness,random,30,3,6,992,1.0,3,0.2851,18.40591199999153
Bully,random,30,3,30,465,0.7654758783480801,3,0.2851,5.517198000006829
Random,random,30,3,1,30,0.7654758783480801,3,0.2851,5.698682000002009
HighBattery,random,30,3,2,30,0.8955920155682522,3,0.2851,5.464990000007219
MostConnected,random,30,3,2,248,1.0,3,0.2851,7.236241000001087
Raft,random,30,3,6,74,1.0,3,0.2851,7.732389000011608
Fitness,random,30,4,6,888,1.0,3,0.2552,17.093531999989864
Bully,random,30,4,30,465,0.8906075218427972,3,0.2552,6.751555999997549
Random,random,30,4,1,30,0.6739839985604882,3,0.2552,7.660999999998808
HighBattery,random,30,4,2,30,0.9533977608253998,3,0.2552,6.717480999995473
MostConnected,random,30,4,2,222,1.0,3,0.2552,12.056563999990999
Raft,random,30,4,6,62,0.7223577449890034,3,0.2552,7.6716039999951136
Fitness,random,30,5,6,1016,1.0,3,0.292,20.790230999992332
Bully,random,30,5,30,465,0.6712845140887935,3,0.292,7.885848000000806
Random,random,30,5,1,30,0.6316224415524194,3,0.292,5.162658000003262
HighBattery,random,30,5,2,30,0.7111166151460782,3,0.292,6.877848000002018
MostConnected,random,30,5,2,254,1.0,3,0.292,5.91530200000534
Raft,random,30,5,6,70,0.9000571278611172,3,0.292,6.578711000003068
Fitness,random,30,6,6,1088,1.0,3,0.3126,20.045510000002764
Bully,random,30,6,30,465,0.7623558164691219,3,0.3126,5.536774000006517
Random,random,30,6,1,30,0.769412282216241,3,0.3126,5.258925999996222
HighBattery,random,30,6,2,30,0.8813585791452074,3,0.3126,5.040891999996688
MostConnected,random,30,6,2,272,1.0,3,0.3126,7.426667999993697
Raft,random,30,6,6,68,0.8633097692074694,3,0.3126,6.218446999994853
Fitness,random,30,7,6,1152,1.0,3,0.331,13.715572999998926
Bully,random,30,7,30,465,1.0,3,0.331,4.7095049999938965
Random,random,30,7,1,30,0.8447395671758222,3,0.331,5.679888000003075
HighBattery,random,30,7,2,30,0.9208184498800001,3,0.331,5.05785199999309
MostConnected,random,30,7,2,288,0.9936891454432056,3,0.331,7.703247999998553
Raft,random,30,7,6,65,0.7691777538152086,3,0.331,6.820336999993515
Fitness,random,30,8,6,1128,1.0,3,0.3241,17.288642000011123
Bully,random,30,8,30,465,0.7123565987573656,3,0.3241,4.980341999996085
Random,random,30,8,1,30,0.823472856058149,3,0.3241,4.812924999995971
HighBattery,random,30,8,2,30,0.8879386015050204,3,0.3241,4.539530000002401
MostConnected,random,30,8,2,282,0.8542548851771052,3,0.3241,6.942040000012639
Raft,random,30,8,6,64,0.7040509770056141,3,0.3241,6.755347999998662
Fitness,random,30,9,6,944,1.0,3,0.2713,17.687086000009344
Bully,random,30,9,30,465,0.5910278981743727,3,0.2713,5.7989729999974315
Random,random,30,9,1,30,0.9334925689794651,3,0.2713,4.900547999994842
HighBattery,random,30,9,2,30,0.961698990151761,3,0.2713,6.274006000012378
MostConnected,random,30,9,2,236,0.9835613078805707,3,0.2713,6.2658439999978555
Raft,random,30,9,6,69,1.0,3,0.2713,5.592233000001556
Fitness,random,30,10,6,952,1.0,3,0.2736,17.09848000000136
Bully,random,30,10,30,465,0.945133746114449,3,0.2736,4.658593999991467
Random,random,30,10,1,30,0.7995818160442502,3,0.2736,6.403675000001385
HighBattery,random,30,10,2,30,1.0,3,0.2736,7.663401000002068
MostConnected,random,30,10,2,238,0.9273595622051859,3,0.2736,5.762747000005675
Raft,random,30,10,6,67,0.7995818160442502,3,0.2736,6.598041000003718
Fitness,random,30,11,6,1088,1.0,3,0.3126,16.260567000003334
Bully,random,30,11,30,465,0.9139152899180841,3,0.3126,5.1682170000049155
Random,random,30,11,1,30,0.830799813139454,3,0.3126,9.534071000004474
HighBattery,random,30,11,2,30,0.9257560145720322,3,0.3126,7.586912999997253
MostConnected,random,30,11,2,272,0.9590545887478786,3,0.3126,7.709855999991078
Raft,random,30,11,6,69,0.9262700487898523,3,0.3126,6.736280999987798
Fitness,random,30,12,6,1104,1.0,3,0.3172,16.374205000005304
Bully,random,30,12,30,465,0.7177476499055403,3,0.3172,5.366413999993824
Random,random,30,12,1,30,0.8375075627941985,3,0.3172,4.95842099999777
HighBattery,random,30,12,2,30,0.8285997599668777,3,0.3172,5.270420999991643
MostConnected,random,30,12,2,276,0.9652601677731327,3,0.3172,5.634591000003297
Raft,random,30,12,6,70,0.9444507339642922,3,0.3172,7.311635000007755
Fitness,random,30,13,6,1064,1.0,3,0.3057,17.857898999992017
Bully,random,30,13,30,465,0.7170877994848217,3,0.3057,4.8903010000032054
Random,random,30,13,1,30,0.7170877994848217,3,0.3057,7.729131999994365
HighBattery,random,30,13,2,30,0.8907004978358862,3,0.3057,6.290700999997512
MostConnected,random,30,13,2,266,0.9630175018632257,3,0.3057,6.738712999990071
Raft,random,30,13,6,67,0.7829949135551285,3,0.3057,6.099977999994621
Fitness,random,30,14,6,1040,1.0,3,0.2989,16.857795999996483
Bully,random,30,14,30,465,0.8349507957829675,3,0.2989,5.103468000001499
Random,random,30,14,1,30,0.8123377958280481,3,0.2989,5.034893999990686
HighBattery,random,30,14,2,30,0.6948758719896723,3,0.2989,6.169477999989681
MostConnected,random,30,14,2,260,1.0,3,0.2989,5.622876000003885
Raft,random,30,14,6,66,0.8976431733351822,3,0.2989,5.620961999994734
Fitness,random,30,15,6,1008,1.0,3,0.2897,20.00467199999889
Bully,random,30,15,30,465,0.6850436989394486,3,0.2897,4.986666999997169
Random,random,30,15,1,30,1.0,3,0.2897,9.73030400000141
HighBattery,random,30,15,2,30,0.7842722227509853,3,0.2897,6.837099999998486
MostConnected,random,30,15,2,252,1.0,3,0.2897,5.82471100000248
Raft,random,30,15,6,63,0.7906563091236004,3,0.2897,7.512473999994995
Fitness,random,30,16,6,912,1.0,3,0.2621,18.794608999996854
Bully,random,30,16,30,465,0.8867109083920659,3,0.2621,7.107293000004233
Random,random,30,16,1,30,0.8830542319435277,3,0.2621,7.681524999995304
HighBattery,random,30,16,2,30,0.9260730393617058,3,0.2621,5.850027999997565
MostConnected,random,30,16,2,228,0.9857010886645788,3,0.2621,7.038536999999678
Raft,random,30,16,6,68,0.8970371804494162,3,0.2621,7.796315000007326
Fitness,random,30,17,7,1420,1.0,4,0.3264,17.11027700000045
Bully,random,30,17,30,465,1.0,4,0.3264,4.754767999997966
Random,random,30,17,1,30,0.738341021245517,4,0.3264,7.402824000010355
HighBattery,random,30,17,2,30,0.7111040403540249,4,0.3264,5.349387999999067
MostConnected,random,30,17,2,284,0.8837485963488977,4,0.3264,7.92834799999298
Raft,random,30,17,6,65,0.6687186330628934,4,0.3264,6.930584000002682
Fitness,random,30,18,6,968,1.0,4,0.2782,20.181479000001445
Bully,random,30,18,30,465,0.7640256243723632,4,0.2782,6.173691999990183
Random,random,30,18,1,30,0.9558915524511378,4,0.2782,5.801651000012953
HighBattery,random,30,18,2,30,0.7662567391908525,4,0.2782,6.132583999999497
MostConnected,random,30,18,2,242,0.9558915524511378,4,0.2782,6.41331600000683
Raft,random,30,18,6,64,0.7244819489676967,4,0.2782,7.770520999997643
Fitness,random,30,19,6,1040,1.0,3,0.2989,17.00049100000456
Bully,random,30,19,30,465,0.7535007347348932,3,0.2989,5.568903000011005
Random,random,30,19,1,30,0.8325897919621582,3,0.2989,7.9297339999868655
HighBattery,random,30,19,2,30,0.9900904760642569,3,0.2989,5.456738999995991
MostConnected,random,30,19,2,260,0.9226543971137826,3,0.2989,8.46120199999234
Raft,random,30,19,6,66,0.783171081253016,3,0.2989,6.572589000001017
Fitness,random,30,20,6,1144,1.0,3,0.3287,15.914373000001092
Bully,random,30,20,30,465,0.6729459459960303,3,0.3287,5.7899239999983365
Random,random,30,20,1,30,0.7921418658775363,3,0.3287,6.4827969999896595
HighBattery,random,30,20,2,30,0.8736045643135103,3,0.3287,7.039407000007714
MostConnected,random,30,20,2,286,1.0,3,0.3287,7.740580000003661
Raft,random,30,20,6,65,0.7580293366362078,3,0.3287,8.938943000003974
Fitness,random,30,21,6,1000,1.0,3,0.2874,26.851362000002155
Bully,random,30,21,30,465,0.9230364145452339,3,0.2874,6.3564859999871715
Random,random,30,21,1,30,0.7938478740747369,3,0.2874,10.363562999998521
HighBattery,random,30,21,2,30,0.9773924341085611,3,0.2874,6.403395999996064
MostConnected,random,30,21,2,250,0.9304845844942473,3,0.2874,9.722033999992163
Raft,random,30,21,6,68,0.8473515942363614,3,0.2874,10.74172900000292
Fitness,random,30,22,6,1184,1.0,3,0.3402,22.39472100001194
Bully,random,30,22,30,465,0.9100729459761181,3,0.3402,6.3373140000067
Random,random,30,22,1,30,0.7819431977969025,3,0.3402,7.862939999995433
HighBattery,random,30,22,2,30,0.8300537957410256,3,0.3402,7.037573000005182
MostConnected,random,30,22,2,296,1.0,3,0.3402,6.9437650000026
Raft,random,30,22,6,63,0.6668083893059167,3,0.3402,8.661495999987778
Fitness,random,30,23,6,1120,1.0,3,0.3218,23.484039999999595
Bully,random,30,23,30,465,0.9359867578881815,3,0.3218,5.298492000008537
Random,random,30,23,1,30,0.8457833766623489,3,0.3218,6.080586999999582
HighBattery,random,30,23,2,30,0.9204210026243491,3,0.3218,6.432725999999889
MostConnected,random,30,23,2,280,1.0,3,0.3218,7.215930999990405
Raft,random,30,23,6,68,0.8237754624486682,3,0.3218,10.071756000002097
Fitness,random,30,24,6,1040,1.0,3,0.2989,20.792674999995597
Bully,random,30,24,30,465,0.7306756326410357,3,0.2989,6.737838000006491
Random,random,30,24,1,30,0.8528563738600234,3,0.2989,7.291901000002099
HighBattery,random,30,24,2,30,0.8752796046160435,3,0.2989,5.047984000000838
MostConnected,random,30,24,2,260,0.9813454892128808,3,0.2989,8.697607999991419
Raft,random,30,24,6,68,0.8164221982807504,3,0.2989,6.362258999999426
Fitness,random,30,25,6,1024,1.0,3,0.2943,23.308115999995493
Bully,random,30,25,30,465,0.8112162843834013,3,0.2943,5.49547699999664
Random,random,30,25,1,30,0.7004428685191563,3,0.2943,6.772240999993073
HighBattery,random,30,25,2,30,1.0,3,0.2943,9.214739999990229
MostConnected,random,30,25,2,256,0.9192329886123013,3,0.2943,6.007826999990584
Raft,random,30,25,6,68,0.9232845786380787,3,0.2943,6.962360999992256
Fitness,random,30,26,6,1048,1.0,3,0.3011,19.616141000000198
Bully,random,30,26,30,465,0.7743030679499467,3,0.3011,6.281172999990758
Random,random,30,26,1,30,0.8772996514729773,3,0.3011,5.500468999997565
HighBattery,random,30,26,2,30,0.9628498602920222,3,0.3011,6.870319000000791
MostConnected,random,30,26,2,262,0.9716345975833648,3,0.3011,7.222558999998796
Raft,random,30,26,6,72,0.8994790158247079,3,0.3011,8.605744999997
Fitness,random,30,27,6,1144,1.0,3,0.3287,18.277319000006287
Bully,random,30,27,30,465,0.7456931728023392,3,0.3287,8.69854600000508
Random,random,30,27,1,30,0.8674668864967663,3,0.3287,8.107956999992894
HighBattery,random,30,27,2,30,0.9198253180447921,3,0.3287,5.654142999986789
MostConnected,random,30,27,2,286,0.9469585794304523,3,0.3287,8.265301999998087
Raft,random,30,27,6,70,0.6733358892025945,3,0.3287,7.8998230000024705
Fitness,random,30,28,6,984,1.0,3,0.2828,18.55211100000531
Bully,random,30,28,30,465,1.0,3,0.2828,6.2590179999943985
Random,random,30,28,1,30,0.8396876629783941,3,0.2828,5.401946999995744
HighBattery,random,30,28,2,30,0.8882121107164478,3,0.2828,5.46558800000696
MostConnected,random,30,28,2,246,0.9758473794523729,3,0.2828,6.943985999996016
Raft,random,30,28,6,69,0.8760209359216009,3,0.2828,10.378346999999621
Fitness,random,30,29,6,1088,1.0,3,0.3126,14.962228000001687
Bully,random,30,29,30,465,0.8387611531912954,3,0.3126,6.124286999991568
Random,random,30,29,1,30,0.7364189248627601,3,0.3126,4.869478000003369
HighBattery,random,30,29,2,30,0.8571077737568096,3,0.3126,5.007687999992072
MostConnected,random,30,29,2,272,1.0,3,0.3126,6.001847000007388
Raft,random,30,29,6,75,1.0,3,0.3126,8.703367999999045
Fitness,scale_free,30,0,7,560,1.0,5,0.1287,17.67202800000689
Bully,scale_free,30,0,30,465,0.6450830279027094,5,0.1287,4.703331000001754
Random,scale_free,30,0,1,30,0.6352058982217281,5,0.1287,4.572271000000683
HighBattery,scale_free,30,0,2,30,0.8374042793339588,5,0.1287,4.735041999992973
MostConnected,scale_free,30,0,2,112,1.0,5,0.1287,6.2019129999981715
Raft,scale_free,30,0,6,67,0.8374042793339588,5,0.1287,5.4064169999890055
Fitness,scale_free,30,1,7,560,1.0,5,0.1287,25.3167200000064
Bully,scale_free,30,1,30,465,0.6101313032715129,5,0.1287,9.5478399999962
Random,scale_free,30,1,1,30,0.9461709771556718,5,0.1287,7.944827000002874
HighBattery,scale_free,30,1,2,30,0.8116471248139169,5,0.1287,10.251422999999704
MostConnected,scale_free,30,1,2,112,1.0,5,0.1287,8.448702999999114
Raft,scale_free,30,1,6,65,0.8699997357074787,5,0.1287,9.312612999991643
Fitness,scale_free,30,2,7,560,1.0,4,0.1287,28.15598899999827
Bully,scale_free,30,2,30,465,0.6898793501231715,4,0.1287,6.4364370000049576
Random,scale_free,30,2,1,30,0.6243996894238394,4,0.1287,7.0496080000026495
HighBattery,scale_free,30,2,2,30,0.7572030275119999,4,0.1287,7.517479999989973
MostConnected,scale_free,30,2,2,112,1.0,4,0.1287,7.7038869999910276
Raft,scale_free,30,2,6,63,0.7225486127050422,4,0.1287,7.119168999992098
Fitness,scale_free,30,3,7,560,1.0,4,0.1287,24.655967000001056
Bully,scale_free,30,3,30,465,0.7928284881401939,4,0.1287,6.441682999991372
Random,scale_free,30,3,1,30,0.7885071273828425,4,0.1287,5.511104000007094
HighBattery,scale_free,30,3,2,30,0.7928284881401939,4,0.1287,5.549392000006037
MostConnected,scale_free,30,3,2,112,1.0,4,0.1287,6.729969000005553
Raft,scale_free,30,3,6,71,1.0,4,0.1287,5.888466000001813
Fitness,scale_free,30,4,7,560,1.0,4,0.1287,22.15896399999906
Bully,scale_free,30,4,30,465,0.6673810303459011,4,0.1287,6.539524000004349
Random,scale_free,30,4,1,30,0.7280667619382472,4,0.1287,7.72749000000772
HighBattery,scale_free,30,4,2,30,0.8138848443912972,4,0.1287,7.948756000004664
MostConnected,scale_free,30,4,2,112,0.966598213661791,4,0.1287,11.147352999998361
Raft,scale_free,30,4,6,62,0.8138848443912972,4,0.1287,12.250733999991326
Fitness,scale_free,30,5,7,560,1.0,4,0.1287,18.951848000000382
Bully,scale_free,30,5,30,465,0.6807395445700598,4,0.1287,6.758380999997371
Random,scale_free,30,5,1,30,0.6415005704612236,4,0.1287,4.819874999995477
HighBattery,scale_free,30,5,2,30,0.7491101389742739,4,0.1287,5.1564930000012055
MostConnected,scale_free,30,5,2,112,1.0,4,0.1287,5.685121999988496
Raft,scale_free,30,5,6,66,0.8424267263713133,4,0.1287,8.421290000001136
Fitness,scale_free,30,6,7,560,1.0,4,0.1287,14.77202700000646
Bully,scale_free,30,6,30,465,0.7604578650238853,4,0.1287,4.654144999989285
Random,scale_free,30,6,1,30,0.7511069282929045,4,0.1287,8.363854999998921
HighBattery,scale_free,30,6,2,30,0.7284843658926021,4,0.1287,7.821708999998123
MostConnected,scale_free,30,6,2,112,1.0,4,0.1287,8.4155509999988
Raft,scale_free,30,6,6,74,1.0,4,0.1287,6.416541999996639
Fitness,scale_free,30,7,6,448,1.0,4,0.1287,13.994037000003345
Bully,scale_free,30,7,30,465,0.69862554263196,4,0.1287,3.6966689999928803
Random,scale_free,30,7,1,30,0.6629916632171068,4,0.1287,4.214964999988524
HighBattery,scale_free,30,7,2,30,0.7565455686725852,4,0.1287,4.2382569999972475
MostConnected,scale_free,30,7,2,112,1.0,4,0.1287,5.4918539999988525
Raft,scale_free,30,7,6,78,1.0,4,0.1287,5.621854999986908
Fitness,scale_free,30,8,7,560,1.0,4,0.1287,17.87105799999722
Bully,scale_free,30,8,30,465,0.6398017816814484,4,0.1287,7.236711000004448
Random,scale_free,30,8,1,30,0.781052308816996,4,0.1287,8.147399999998584
HighBattery,scale_free,30,8,2,30,0.7951990593646125,4,0.1287,10.256406999999967
MostConnected,scale_free,30,8,2,112,1.0,4,0.1287,8.33944800000097
Raft,scale_free,30,8,6,66,0.9383196980398475,4,0.1287,7.293962999995074
Fitness,scale_free,30,9,7,560,1.0,4,0.1287,23.795082000006573
Bully,scale_free,30,9,30,465,0.4873483233868042,4,0.1287,7.953894999999989
Random,scale_free,30,9,1,30,0.8064773138123411,4,0.1287,5.5108600000011165
HighBattery,scale_free,30,9,2,30,0.6997076195175191,4,0.1287,7.079955000008908
MostConnected,scale_free,30,9,2,112,0.8616424357451913,4,0.1287,8.371150999991528
Raft,scale_free,30,9,6,65,0.6955421752532506,4,0.1287,7.396159999998986
Fitness,scale_free,30,10,6,448,1.0,4,0.1287,16.47359100000756
Bully,scale_free,30,10,30,465,0.7281623492663994,4,0.1287,4.483731999997076
Random,scale_free,30,10,1,30,0.684888933893931,4,0.1287,3.906206999999995
HighBattery,scale_free,30,10,2,30,0.7757928944089252,4,0.1287,5.255413000000431
MostConnected,scale_free,30,10,2,112,1.0,4,0.1287,5.705125000005751
Raft,scale_free,30,10,6,65,0.7565613989491353,4,0.1287,6.401901000003818
Fitness,scale_free,30,11,7,560,1.0,4,0.1287,19.71645099999364
Bully,scale_free,30,11,30,465,0.7259617801231578,4,0.1287,7.337088999989305
Random,scale_free,30,11,1,30,0.6193475219714134,4,0.1287,4.31919499999367
HighBattery,scale_free,30,11,2,30,0.7065848909603523,4,0.1287,5.028361000000814
MostConnected,scale_free,30,11,2,112,1.0,4,0.1287,8.297570999999948
Raft,scale_free,30,11,6,63,0.7646617524905053,4,0.1287,7.502076999998053
Fitness,scale_free,30,12,6,448,1.0,4,0.1287,21.64491899999632
Bully,scale_free,30,12,30,465,0.7392711252767239,4,0.1287,6.6483840000017835
Random,scale_free,30,12,1,30,0.5907609450130545,4,0.1287,5.867791000000011
HighBattery,scale_free,30,12,2,30,0.8465795212490005,4,0.1287,6.903401999991843
MostConnected,scale_free,30,12,2,112,1.0,4,0.1287,8.596130000000812
Raft,scale_free,30,12,6,62,0.7774727134335407,4,0.1287,6.997194000007312
Fitness,scale_free,30,13,7,560,1.0,4,0.1287,22.933570999995823
Bully,scale_free,30,13,30,465,0.6598337575622562,4,0.1287,8.133172999990279
Random,scale_free,30,13,1,30,0.6598337575622562,4,0.1287,7.56854500001225
HighBattery,scale_free,30,13,2,30,0.7218213379700269,4,0.1287,6.185661000003506
MostConnected,scale_free,30,13,2,112,1.0,4,0.1287,7.901592999999707
Raft,scale_free,30,13,6,62,0.6625492738553513,4,0.1287,10.934441000003403
Fitness,scale_free,30,14,7,560,1.0,4,0.1287,18.510599999999044
Bully,scale_free,30,14,30,465,0.6851560498335848,4,0.1287,8.8142699999878
Random,scale_free,30,14,1,30,0.7444238282579917,4,0.1287,7.4078510000106235
HighBattery,scale_free,30,14,2,30,0.8095999493208069,4,0.1287,6.638288000004877
MostConnected,scale_free,30,14,2,112,1.0,4,0.1287,7.029707999990364
Raft,scale_free,30,14,6,62,0.6937477689066934,4,0.1287,7.2546640000012985
Fitness,scale_free,30,15,7,560,1.0,5,0.1287,22.66570300000126
Bully,scale_free,30,15,30,465,0.5901404709403317,5,0.1287,6.650844000006373
Random,scale_free,30,15,1,30,0.6488831973103221,5,0.1287,6.604453999997872
HighBattery,scale_free,30,15,2,30,0.709742264972101,5,0.1287,7.09793299999717
MostConnected,scale_free,30,15,2,112,1.0,5,0.1287,9.096716999991372
Raft,scale_free,30,15,6,63,0.8458759293890712,5,0.1287,8.72390400000711
Fitness,scale_free,30,16,7,560,1.0,5,0.1287,15.95976399998733
Bully,scale_free,30,16,30,465,0.57917998928271,5,0.1287,4.545063999998433
Random,scale_free,30,16,1,30,0.9829028558027141,5,0.1287,4.6125749999959
HighBattery,scale_free,30,16,2,30,0.9667506497216906,5,0.1287,4.669755999998415
MostConnected,scale_free,30,16,2,112,0.9829028558027141,5,0.1287,5.247875999998541
Raft,scale_free,30,16,6,62,0.655014296368352,5,0.1287,9.095188999992843
Fitness,scale_free,30,17,7,560,1.0,5,0.1287,19.94328799999323
Bully,scale_free,30,17,30,465,0.5856484796082467,5,0.1287,4.801894999999945
Random,scale_free,30,17,1,30,0.7073838499912283,5,0.1287,7.032671000004598
HighBattery,scale_free,30,17,2,30,0.8121003529452089,5,0.1287,5.029127999989669
MostConnected,scale_free,30,17,2,112,1.0,5,0.1287,5.708262999988278
Raft,scale_free,30,17,6,73,1.0,5,0.1287,8.506377999992765
Fitness,scale_free,30,18,7,560,1.0,4,0.1287,17.236749999995027
Bully,scale_free,30,18,30,465,0.7053163083189974,4,0.1287,4.816123000011885
Random,scale_free,30,18,1,30,0.7053163083189974,4,0.1287,5.415286000001629
HighBattery,scale_free,30,18,2,30,0.7745752225941507,4,0.1287,8.377729000002887
MostConnected,scale_free,30,18,2,112,1.0,4,0.1287,5.552082999997765
Raft,scale_free,30,18,6,64,0.7411390347223674,4,0.1287,6.90824900000564
Fitness,scale_free,30,19,7,560,1.0,5,0.1287,19.675595999999018
Bully,scale_free,30,19,30,465,0.6183465363669293,5,0.1287,9.361376000001087
Random,scale_free,30,19,1,30,0.9636354488361305,5,0.1287,7.614308000000847
HighBattery,scale_free,30,19,2,30,0.6737720066682965,5,0.1287,6.31320700000515
MostConnected,scale_free,30,19,2,112,1.0,5,0.1287,5.899722999998858
Raft,scale_free,30,19,6,64,0.6936534322658154,5,0.1287,6.5779749999990145
Fitness,scale_free,30,20,7,560,1.0,5,0.1287,23.637213000000656
Bully,scale_free,30,20,30,465,0.6405285285612655,5,0.1287,7.709922000003644
Random,scale_free,30,20,1,30,0.5959314104252398,5,0.1287,10.326397000000043
HighBattery,scale_free,30,20,2,30,0.7821977125188055,5,0.1287,12.92304700000102
MostConnected,scale_free,30,20,2,112,1.0,5,0.1287,11.250242000002686
Raft,scale_free,30,20,6,69,1.0,5,0.1287,10.038434000009033
Fitness,scale_free,30,21,7,560,1.0,5,0.1287,19.30738900000506
Bully,scale_free,30,21,30,465,0.7106987204377233,5,0.1287,8.275314000002254
Random,scale_free,30,21,1,30,0.840449007065712,5,0.1287,5.775893000006249
HighBattery,scale_free,30,21,2,30,0.7174702533604226,5,0.1287,6.862126000001467
MostConnected,scale_free,30,21,2,112,1.0,5,0.1287,6.036492999996312
Raft,scale_free,30,21,6,67,0.8771413030849182,5,0.1287,7.107017999999243
Fitness,scale_free,30,22,6,448,1.0,4,0.1287,18.285845000008294
