algorithm,topology,n_agents,trial,rounds_to_converge,messages_sent,lqs,graph_diameter,graph_density,election_time_ms
Bully,scale_free,30,22,30,465,0.6978022333535672,4,0.1287,4.132721000004835
Random,scale_free,30,22,1,30,0.6045075999626406,4,0.1287,4.327791999997999
HighBattery,scale_free,30,22,2,30,0.6978022333535672,4,0.1287,3.989152000002605
MostConnected,scale_free,30,22,2,112,1.0,4,0.1287,4.533898000005365
Raft,scale_free,30,22,6,74,1.0,4,0.1287,5.532779999995796
Fitness,scale_free,30,23,7,560,1.0,4,0.1287,16.778622000003907
Bully,scale_free,30,23,30,465,0.6891154860441921,4,0.1287,6.137866999992525
Random,scale_free,30,23,1,30,0.644704446313055,4,0.1287,6.7452250000030745
HighBattery,scale_free,30,23,2,30,0.6891154860441921,4,0.1287,4.871710999992729
MostConnected,scale_free,30,23,2,112,1.0,4,0.1287,7.99510699999928
Raft,scale_free,30,23,6,68,0.8710488319114124,4,0.1287,8.453395000003638
Fitness,scale_free,30,24,7,560,1.0,5,0.1287,19.748359999994136
Bully,scale_free,30,24,30,465,0.5885966475641328,5,0.1287,8.763075000004505
Random,scale_free,30,24,1,30,0.7161729738252707,5,0.1287,5.918092000001707
HighBattery,scale_free,30,24,2,30,0.7550482804524574,5,0.1287,5.946229000002745
MostConnected,scale_free,30,24,2,112,1.0,5,0.1287,6.151821999992535
Raft,scale_free,30,24,6,62,0.6750978354909413,5,0.1287,8.194406999990633
Fitness,scale_free,30,25,7,560,1.0,5,0.1287,22.28568200000325
Bully,scale_free,30,25,30,465,0.6468494166798285,5,0.1287,10.567921999992791
Random,scale_free,30,25,1,30,0.5718789018605307,5,0.1287,8.558921000002329
HighBattery,scale_free,30,25,2,30,0.7442060224201139,5,0.1287,7.249748999996086
MostConnected,scale_free,30,25,2,112,0.9387428642302037,5,0.1287,6.794197000004942
Raft,scale_free,30,25,6,61,0.7674733338551205,5,0.1287,9.877394000000095
Fitness,scale_free,30,26,7,560,1.0,5,0.1287,13.78789299999994
Bully,scale_free,30,26,30,465,0.6061560701250467,5,0.1287,5.231145999999853
Random,scale_free,30,26,1,30,0.8033716613057117,5,0.1287,4.2331880000006095
HighBattery,scale_free,30,26,2,30,0.7982533870814773,5,0.1287,5.1023909999941
MostConnected,scale_free,30,26,2,112,1.0,5,0.1287,5.365010999994979
Raft,scale_free,30,26,6,69,0.9004400203557599,5,0.1287,4.545817000007446
Fitness,scale_free,30,27,6,448,1.0,4,0.1287,14.680128999998487
Bully,scale_free,30,27,30,465,0.6392093065565934,4,0.1287,5.320943000000966
Random,scale_free,30,27,1,30,0.6689220025039131,4,0.1287,7.66587500000071
HighBattery,scale_free,30,27,2,30,0.6799674615404793,4,0.1287,7.831661000011536
MostConnected,scale_free,30,27,2,112,1.0,4,0.1287,7.742631000013489
Raft,scale_free,30,27,6,65,0.6617643300108649,4,0.1287,8.611114999993674
Fitness,scale_free,30,28,6,448,1.0,4,0.1287,16.233626000001777
Bully,scale_free,30,28,30,465,0.6628711794123198,4,0.1287,4.582786000000283
Random,scale_free,30,28,1,30,0.8269854364750363,4,0.1287,4.287083999997776
HighBattery,scale_free,30,28,2,30,0.8440234494672422,4,0.1287,4.505682000001343
MostConnected,scale_free,30,28,2,112,1.0,4,0.1287,5.692258000010497
Raft,scale_free,30,28,6,61,0.6472532288993336,4,0.1287,6.382442000003152
Fitness,scale_free,30,29,7,560,1.0,5,0.1287,17.851049000000785
Bully,scale_free,30,29,30,465,0.5632535408417516,5,0.1287,7.971920000002797
Random,scale_free,30,29,1,30,0.6727288701204646,5,0.1287,6.666069999994306
HighBattery,scale_free,30,29,2,30,0.8478788872581212,5,0.1287,8.676491999992209
MostConnected,scale_free,30,29,2,112,1.0,5,0.1287,10.230536000008783
Raft,scale_free,30,29,6,66,0.983806898187633,5,0.1287,7.119543999991151
Fitness,geometric,30,0,8,1740,1.0,5,0.3333,34.453001000002814
Bully,geometric,30,0,30,465,0.7519716924669604,5,0.3333,11.543619999997645
Random,geometric,30,0,1,30,0.6460641471264673,5,0.3333,11.913492999994446
HighBattery,geometric,30,0,2,30,0.9938212318561866,5,0.3333,14.141756999990207
MostConnected,geometric,30,0,2,290,0.9748380915372505,5,0.3333,16.43650900000182
Raft,geometric,30,0,6,66,0.6830370029773651,5,0.3333,15.573421999988568
Fitness,geometric,30,1,6,1064,1.0,4,0.3057,28.743121999994514
Bully,geometric,30,1,30,465,0.7372246271979749,4,0.3057,11.637619999987692
Random,geometric,30,1,1,30,0.8346270216062597,4,0.3057,10.548079000002986
HighBattery,geometric,30,1,2,30,0.9645680893564214,4,0.3057,10.960027999999511
MostConnected,geometric,30,1,2,266,1.0,4,0.3057,14.169436999992513
Raft,geometric,30,1,6,66,0.6945819967583375,4,0.3057,9.982684999997105
Fitness,geometric,30,2,7,1350,1.0,5,0.3103,35.34541199999808
Bully,geometric,30,2,30,465,0.6747934171724097,5,0.3103,12.27133300000105
Random,geometric,30,2,1,30,1.0,5,0.3103,18.49082399999702
HighBattery,geometric,30,2,2,30,0.862765995772841,5,0.3103,19.027782000009097
MostConnected,geometric,30,2,2,270,0.862765995772841,5,0.3103,14.589557999997282
Raft,geometric,30,2,6,71,0.8798404394745148,5,0.3103,15.666809000009607
Fitness,geometric,30,3,7,1100,1.0,5,0.2529,34.83833499998923
Bully,geometric,30,3,30,465,0.700299893537159,5,0.2529,14.082104999999956
Random,geometric,30,3,1,30,0.6325651113356417,5,0.2529,12.153113000010762
HighBattery,geometric,30,3,2,30,0.7615160841850074,5,0.2529,9.794674999994868
MostConnected,geometric,30,3,2,220,0.8166491949209762,5,0.2529,16.34356099999934
Raft,geometric,30,3,6,68,0.8393356819145295,5,0.2529,15.13730599999974
Fitness,geometric,30,4,7,1050,1.0,5,0.2414,35.81260999999358
Bully,geometric,30,4,30,465,0.6810551512707492,5,0.2414,13.957173999997963
Random,geometric,30,4,1,30,1.0,5,0.2414,11.507561000001942
HighBattery,geometric,30,4,2,30,0.8183980151938173,5,0.2414,12.889662999995721
MostConnected,geometric,30,4,2,210,0.8936891351933496,5,0.2414,15.360233999999195
Raft,geometric,30,4,6,64,0.7165399474640078,5,0.2414,13.776931999998965
Fitness,geometric,30,5,9,1792,1.0,6,0.2943,28.274722000006136
Bully,geometric,30,5,30,465,0.5053454525004617,6,0.2943,7.881456999996317
Random,geometric,30,5,1,30,0.5627136312756116,6,0.2943,9.67074000000423
HighBattery,geometric,30,5,2,30,0.8146734358128851,6,0.2943,9.711326000001463
MostConnected,geometric,30,5,2,256,0.8393394343187353,6,0.2943,11.841889999999466
Raft,geometric,30,5,6,72,0.8686175282587802,6,0.2943,8.372054000005846
Fitness,geometric,30,6,7,1100,1.0,5,0.2529,30.18303000000344
Bully,geometric,30,6,30,465,0.5813229981944216,5,0.2529,13.326238000004764
Random,geometric,30,6,1,30,0.9903739815014123,5,0.2529,15.22475699999859
HighBattery,geometric,30,6,2,30,0.6985058082743036,5,0.2529,12.320259999995642
MostConnected,geometric,30,6,2,220,0.9903739815014123,5,0.2529,13.004245999994168
Raft,geometric,30,6,6,64,0.557171872694537,5,0.2529,14.242444999993609
Fitness,geometric,30,7,7,1350,1.0,5,0.3103,25.698261000002276
Bully,geometric,30,7,30,465,0.5590192600113456,5,0.3103,7.490395999994348
Random,geometric,30,7,1,30,0.5590192600113456,5,0.3103,9.531890000005205
HighBattery,geometric,30,7,2,30,0.7907536908664912,5,0.3103,11.360651999993365
MostConnected,geometric,30,7,2,270,0.9334772138889127,5,0.3103,9.523502000007511
Raft,geometric,30,7,6,72,0.9130473122935578,5,0.3103,10.63026100000286
Fitness,geometric,30,8,10,1808,1.0,8,0.2598,30.030147999994483
Bully,geometric,30,8,30,465,0.5563154709136123,8,0.2598,9.356024999988222
Random,geometric,30,8,1,30,0.9663937076548444,8,0.2598,9.45391000000484
HighBattery,geometric,30,8,2,30,0.9363763465988988,8,0.2598,14.837305000000356
MostConnected,geometric,30,8,2,226,0.9363763465988988,8,0.2598,11.339652000003753
Raft,geometric,30,8,6,70,0.920838350076148,8,0.2598,13.77459699999406
Fitness,geometric,30,9,8,1440,1.0,6,0.2759,30.997771999992096
Bully,geometric,30,9,30,465,0.6143187394343128,6,0.2759,7.460080999990737
Random,geometric,30,9,1,30,0.7258675635761418,6,0.2759,8.765737000004492
HighBattery,geometric,30,9,2,30,0.7528619735233637,6,0.2759,8.606641000000081
MostConnected,geometric,30,9,2,240,0.9845654446120111,6,0.2759,8.270722999995428
Raft,geometric,30,9,6,62,0.6164179361407617,6,0.2759,10.078339999992636
Fitness,geometric,30,10,7,1280,1.0,5,0.2943,71.50477000000421
Bully,geometric,30,10,30,465,0.6514523546208607,5,0.2943,31.034210000001394
Random,geometric,30,10,1,30,0.8292304123014445,5,0.2943,33.19316999998989
HighBattery,geometric,30,10,2,30,0.6617221154886808,5,0.2943,30.51442799998938
MostConnected,geometric,30,10,2,256,0.8523331508375181,5,0.2943,36.39514399999655
Raft,geometric,30,10,6,67,0.7799681533911943,5,0.2943,37.47921900000506
Fitness,geometric,30,11,7,1290,1.0,4,0.2966,31.996943999999417
Bully,geometric,30,11,30,465,0.5451255210112134,4,0.2966,13.95971000000884
Random,geometric,30,11,1,30,0.8071162277257229,4,0.2966,11.051159999993843
HighBattery,geometric,30,11,2,30,0.9765066190879219,4,0.2966,10.034446999995339
MostConnected,geometric,30,11,2,258,0.9329229318176617,4,0.2966,9.661253000004422
Raft,geometric,30,11,6,66,0.6805534365016419,4,0.2966,56.044263999993404
Fitness,geometric,30,12,8,1452,1.0,5,0.2782,48.560039000008715
Bully,geometric,30,12,30,465,0.8026877888727525,5,0.2782,12.584886000013285
Random,geometric,30,12,1,30,0.9259734891638416,5,0.2782,12.284875999995393
HighBattery,geometric,30,12,2,30,0.6391163339302381,5,0.2782,12.65341100000228
MostConnected,geometric,30,12,2,242,0.9259734891638416,5,0.2782,14.455498000003786
Raft,geometric,30,12,6,70,0.8596457496541916,5,0.2782,20.910195000013232
Fitness,geometric,30,13,8,1224,1.0,6,0.2345,28.628775999990808
Bully,geometric,30,13,30,465,0.8800348862360063,6,0.2345,9.977292999991505
Random,geometric,30,13,1,30,0.8800348862360063,6,0.2345,13.709405999989599
HighBattery,geometric,30,13,2,30,0.7735041670489413,6,0.2345,10.18014199999584
MostConnected,geometric,30,13,2,204,1.0,6,0.2345,11.92841700000713
Raft,geometric,30,13,6,69,0.8254357026045646,6,0.2345,16.747967000000585
Fitness,geometric,30,14,8,1512,1.0,6,0.2897,29.33445000000745
Bully,geometric,30,14,30,465,0.7296322401757281,6,0.2897,11.195227999991175
Random,geometric,30,14,1,30,0.5988100551273361,6,0.2897,8.153170999989356
HighBattery,geometric,30,14,2,30,0.7970855510891518,6,0.2897,7.7825510000053555
MostConnected,geometric,30,14,2,252,0.9780230296992874,6,0.2897,8.10840900000187
Raft,geometric,30,14,6,60,0.5988100551273361,6,0.2897,13.447326999994402
Fitness,geometric,30,15,8,1560,1.0,5,0.2989,42.9707360000009
Bully,geometric,30,15,30,465,0.8083837056758751,5,0.2989,20.069105999994008
Random,geometric,30,15,1,30,0.8788069521236159,5,0.2989,20.491206999992073
HighBattery,geometric,30,15,2,30,1.0,5,0.2989,20.01008300000251
MostConnected,geometric,30,15,2,260,0.8967944260907422,5,0.2989,20.830614999994168
Raft,geometric,30,15,6,70,0.8788069521236159,5,0.2989,36.35650900000087
Fitness,geometric,30,16,7,1080,1.0,5,0.2483,35.15858000000094
Bully,geometric,30,16,30,465,0.5129969214645312,5,0.2483,10.593611000004444
Random,geometric,30,16,1,30,0.7918848384519652,5,0.2483,8.952914999994732
HighBattery,geometric,30,16,2,30,0.9454118507335982,5,0.2483,16.18779800000425
MostConnected,geometric,30,16,2,216,1.0,5,0.2483,15.46898499999827
Raft,geometric,30,16,6,68,0.6080851432809418,5,0.2483,17.230446999988658
Fitness,geometric,30,17,7,1360,1.0,4,0.3126,37.83493699999951
Bully,geometric,30,17,30,465,0.7560538540057523,4,0.3126,14.019531000002416
Random,geometric,30,17,1,30,1.0,4,0.3126,16.11018399999864
HighBattery,geometric,30,17,2,30,0.8243783862808741,4,0.3126,14.948315999987472
MostConnected,geometric,30,17,2,272,1.0,4,0.3126,14.076561999999626
Raft,geometric,30,17,6,72,0.795840016188466,4,0.3126,16.059636999997906
Fitness,geometric,30,18,8,1500,1.0,5,0.2874,38.1485529999992
Bully,geometric,30,18,30,465,0.5615224036462918,5,0.2874,11.982519000000025
Random,geometric,30,18,1,30,0.7986647319848669,5,0.2874,13.642580999999154
HighBattery,geometric,30,18,2,30,0.9057703212150109,5,0.2874,14.202087000001029
MostConnected,geometric,30,18,2,250,0.9669775870843871,5,0.2874,12.449639999999818
Raft,geometric,30,18,6,62,0.532460727133691,5,0.2874,15.208674999996674
Fitness,geometric,30,19,6,1256,1.0,4,0.3609,36.13584400000036
Bully,geometric,30,19,30,465,0.6233667088274053,4,0.3609,11.787490000003231
Random,geometric,30,19,1,30,0.5948150965762945,4,0.3609,9.655589000004738
HighBattery,geometric,30,19,2,30,0.8048260221143723,4,0.3609,12.285813000005419
MostConnected,geometric,30,19,2,314,1.0,4,0.3609,12.766149999990262
Raft,geometric,30,19,6,64,0.5609731013345137,4,0.3609,15.121648999993909
Fitness,geometric,30,20,7,1280,1.0,4,0.2943,109.0337649999924
Bully,geometric,30,20,30,465,0.8714640551021821,4,0.2943,47.43684299999984
Random,geometric,30,20,1,30,0.8579239269879689,4,0.2943,46.992125000002716
HighBattery,geometric,30,20,2,30,0.9418508472375628,4,0.2943,42.74233900000013
MostConnected,geometric,30,20,2,256,0.8898663784745862,4,0.2943,36.812028999989366
Raft,geometric,30,20,6,72,1.0,4,0.2943,48.99644600000386
Fitness,geometric,30,21,8,1524,1.0,5,0.292,33.17410500000051
Bully,geometric,30,21,30,465,0.5780962855285318,5,0.292,9.695411000009813
Random,geometric,30,21,1,30,0.5766556294923607,5,0.292,12.539234000001898
HighBattery,geometric,30,21,2,30,0.6442990212017331,5,0.292,10.622197999992977
MostConnected,geometric,30,21,2,254,1.0,5,0.292,12.053090999998517
Raft,geometric,30,21,6,71,0.7558436938591606,5,0.292,10.787454000009689
Fitness,geometric,30,22,7,1030,1.0,6,0.2368,99.10874799999192
Bully,geometric,30,22,30,465,0.5151136138452382,6,0.2368,37.02359899999408
Random,geometric,30,22,1,30,0.5877190237826828,6,0.2368,38.01289099999394
HighBattery,geometric,30,22,2,30,0.6209504203064977,6,0.2368,41.354394999999045
MostConnected,geometric,30,22,2,206,1.0,6,0.2368,41.3439090000054
Raft,geometric,30,22,6,67,0.6611308150708787,6,0.2368,47.88731299998972
Fitness,geometric,30,23,8,1296,1.0,6,0.2483,63.94801500000824
Bully,geometric,30,23,30,465,0.8342516836815791,6,0.2483,29.239966999995204
Random,geometric,30,23,1,30,0.8072130587219961,6,0.2483,28.339049999999588
HighBattery,geometric,30,23,2,30,0.7070553336988006,6,0.2483,36.66577099998847
MostConnected,geometric,30,23,2,216,0.9774558156662915,6,0.2483,31.546196000007853
Raft,geometric,30,23,6,69,0.9267142241271713,6,0.2483,38.86709500000052
Fitness,geometric,30,24,8,1488,1.0,5,0.2851,39.82654600000046
Bully,geometric,30,24,30,465,0.8281268675223656,5,0.2851,12.657148999991819
Random,geometric,30,24,1,30,0.6330531974949292,5,0.2851,14.977317999992579
HighBattery,geometric,30,24,2,30,0.7844827797416697,5,0.2851,18.67130499999803
MostConnected,geometric,30,24,2,248,0.7811752220466528,5,0.2851,13.898807999993323
Raft,geometric,30,24,6,68,0.7495084620743682,5,0.2851,16.853080999993608
Fitness,geometric,30,25,8,1284,1.0,5,0.246,48.97913599999981
Bully,geometric,30,25,30,465,0.9046691636350739,5,0.246,24.246372000007455
Random,geometric,30,25,1,30,0.7630155026006733,5,0.246,19.0415809999962
HighBattery,geometric,30,25,2,30,0.9681860267202523,5,0.246,19.06247700000563
MostConnected,geometric,30,25,2,214,0.9348752923864109,5,0.246,18.3851930000003
Raft,geometric,30,25,6,64,0.7530682627502943,5,0.246,23.576665000007324
Fitness,geometric,30,26,8,1200,1.0,5,0.2299,32.55038099999297
Bully,geometric,30,26,30,465,0.607985061683617,5,0.2299,12.227226999996788
Random,geometric,30,26,1,30,0.8486297838699622,5,0.2299,10.721614999994244
HighBattery,geometric,30,26,2,30,0.6826980049790948,5,0.2299,9.402758999996763
MostConnected,geometric,30,26,2,200,0.9196419564312267,5,0.2299,9.677178000004005
Raft,geometric,30,26,6,65,0.7066426540781765,5,0.2299,11.818915000006314
Fitness,geometric,30,27,8,1332,1.0,6,0.2552,27.222064000000046
Bully,geometric,30,27,30,465,0.5999460646444147,6,0.2552,7.968224999999052
Random,geometric,30,27,1,30,0.6901232977251507,6,0.2552,8.774826000006897
HighBattery,geometric,30,27,2,30,0.5999460646444147,6,0.2552,10.215492000000381
MostConnected,geometric,30,27,2,222,0.9520830777583422,6,0.2552,10.418923000003133
Raft,geometric,30,27,6,71,0.9520830777583422,6,0.2552,9.766303999995785
Fitness,geometric,30,28,7,1140,1.0,5,0.2621,34.90616599999896
Bully,geometric,30,28,30,465,0.6402605398250278,5,0.2621,18.58810800000299
Random,geometric,30,28,1,30,0.8002071235230181,5,0.2621,13.534949000003849
HighBattery,geometric,30,28,2,30,0.9587062330296854,5,0.2621,18.039404000006698
MostConnected,geometric,30,28,2,228,0.9325425742179084,5,0.2621,14.132945000000063
Raft,geometric,30,28,6,69,1.0,5,0.2621,14.226692000008256
Fitness,geometric,30,29,8,1368,1.0,5,0.2621,35.44822099999578
Bully,geometric,30,29,30,465,0.7958144826768295,5,0.2621,19.08287099999484
Random,geometric,30,29,1,30,0.8152731594258512,5,0.2621,19.229827999993176
HighBattery,geometric,30,29,2,30,0.7720514298251354,5,0.2621,12.58081500000685
MostConnected,geometric,30,29,2,228,1.0,5,0.2621,12.698815999996782
Raft,geometric,30,29,6,63,0.501580694595251,5,0.2621,15.433735999991427
Fitness,mesh,50,0,11,1530,1.0,13,0.0694,61.22627700000294
Bully,mesh,50,0,50,1275,0.6425655270061176,13,0.0694,29.349018999994314
Random,mesh,50,0,1,50,0.8059662653487938,13,0.0694,26.320884999989858
HighBattery,mesh,50,0,2,50,0.692583732141266,13,0.0694,23.612473000000023
MostConnected,mesh,50,0,2,170,0.7154512189192855,13,0.0694,26.045431000000008
Raft,mesh,50,0,6,102,0.6873732429697018,13,0.0694,31.928329999999505
Fitness,mesh,50,1,12,1700,1.0,13,0.0694,75.50765499999557
Bully,mesh,50,1,50,1275,0.5770003152729568,13,0.0694,26.72546399999476
Random,mesh,50,1,1,50,0.6985311080641349,13,0.0694,28.19769299999564
HighBattery,mesh,50,1,2,50,0.8944489737429778,13,0.0694,27.303474999996524
MostConnected,mesh,50,1,2,170,0.7971704552199371,13,0.0694,27.460520999994742
Raft,mesh,50,1,6,101,0.6670520660175476,13,0.0694,39.1165529999995
Fitness,mesh,50,2,11,1530,1.0,13,0.0694,74.65289499999983
Bully,mesh,50,2,50,1275,0.5501255524312579,13,0.0694,25.226360999994313
Random,mesh,50,2,1,50,0.8417977414186677,13,0.0694,25.915628999996443
HighBattery,mesh,50,2,2,50,0.7939129217655057,13,0.0694,31.840420999998287
MostConnected,mesh,50,2,2,170,0.6450122137525209,13,0.0694,32.77075100000104
Raft,mesh,50,2,6,102,0.6626580074464309,13,0.0694,37.666819999998324
Fitness,mesh,50,3,12,1700,1.0,13,0.0694,76.18395100000441
Bully,mesh,50,3,50,1275,0.5699570541939508,13,0.0694,29.091223999998306
Random,mesh,50,3,1,50,0.6640732578886699,13,0.0694,27.810565999999426
HighBattery,mesh,50,3,2,50,0.8278557504866112,13,0.0694,24.25886700000035
MostConnected,mesh,50,3,2,170,0.7220123094941348,13,0.0694,23.684036999995328
Raft,mesh,50,3,6,101,0.6244317794055954,13,0.0694,46.142935999995416
Fitness,mesh,50,4,11,1530,1.0,13,0.0694,64.62745600001085
Bully,mesh,50,4,50,1275,0.6318463613248068,13,0.0694,25.20013299999846
Random,mesh,50,4,1,50,0.6763042501176796,13,0.0694,24.779730000005884
HighBattery,mesh,50,4,2,50,0.9643537436272472,13,0.0694,27.71767599999464
MostConnected,mesh,50,4,2,170,0.8586636599845294,13,0.0694,27.62690500000531
Raft,mesh,50,4,6,103,0.8586636599845294,13,0.0694,35.26472500000466
Fitness,mesh,50,5,11,1530,1.0,13,0.0694,68.3312789999917
Bully,mesh,50,5,50,1275,0.5563194837508509,13,0.0694,33.506915999993225
Random,mesh,50,5,1,50,0.6725957895645652,13,0.0694,28.578070999998317
HighBattery,mesh,50,5,2,50,0.814651157237986,13,0.0694,28.760055000006446
MostConnected,mesh,50,5,2,170,0.667110276432261,13,0.0694,30.976976999994577
Raft,mesh,50,5,6,101,0.638282342374051,13,0.0694,36.1046430000016
Fitness,mesh,50,6,11,1530,1.0,13,0.0694,70.79266600000267
Bully,mesh,50,6,50,1275,0.5519711270169517,13,0.0694,25.063970999994467
Random,mesh,50,6,1,50,0.6303693757830993,13,0.0694,30.50839399999461
HighBattery,mesh,50,6,2,50,0.871137098614398,13,0.0694,25.33232400000429
MostConnected,mesh,50,6,2,170,0.830385521582123,13,0.0694,28.60242100000221
Raft,mesh,50,6,6,102,0.7574135908083464,13,0.0694,30.874001000000817
Fitness,mesh,50,7,11,1530,1.0,13,0.0694,72.10047800001007
Bully,mesh,50,7,50,1275,0.6285520683830457,13,0.0694,26.963608000002637
Random,mesh,50,7,1,50,0.7524281458592225,13,0.0694,27.987676999998712
HighBattery,mesh,50,7,2,50,0.8088487678013754,13,0.0694,29.32198500000993
MostConnected,mesh,50,7,2,170,0.5940475904490188,13,0.0694,27.132842000000323
