algorithm,topology,n_agents,trial,lqs,leader_fitness,rounds_to_converge,messages_sent,election_time_ms
Raft,geometric,20,29,0.7660463457758628,0.0,6,44,10.643206999999322
Fitness,mesh,50,0,1.0,0.8634280983364306,13,1870,85.80789600000038
Bully,mesh,50,0,0.5982857536358284,0.5165767305235616,50,1275,28.775531000000854
Random,mesh,50,0,0.691936618034128,0.5974375182785483,1,50,23.200836999999197
HighBattery,mesh,50,0,0.7848266493805275,0.6776413813983815,2,50,30.1955360000008
MostConnected,mesh,50,0,0.8221357925046002,0.7098551438965613,2,170,25.679464000001317
Raft,mesh,50,0,0.7786797003463104,0.6723339328831964,6,102,30.61602100000016
Fitness,mesh,50,1,1.0,0.917509462938098,11,1530,88.14081699999932
Bully,mesh,50,1,0.573960156411191,0.5266138748566986,50,1275,33.19650000000074
Random,mesh,50,1,0.7521426186840452,0.690097970121653,1,50,29.14183100000045
HighBattery,mesh,50,1,0.9815257256856692,0.9005591414337852,2,50,30.53469000000142
MostConnected,mesh,50,1,0.6328203736957121,0.5806186812058393,2,170,30.5000299999989
Raft,mesh,50,1,0.6741343119678669,0.6185246105217818,6,102,30.681148999999408
Fitness,mesh,50,2,1.0,0.8900567205310043,11,1530,74.53974000000052
Bully,mesh,50,2,0.5433153468953315,0.4835814758718237,50,1275,24.442755000000815
Random,mesh,50,2,0.733627405792603,0.6529700028914325,1,50,28.860292000000953
HighBattery,mesh,50,2,0.9030295214578671,0.8037474944114713,2,50,30.962952999999516
MostConnected,mesh,50,2,0.7670868674902889,0.6827508216408076,2,170,26.836160000001996
Raft,mesh,50,2,0.6791500988719222,0.6044821097502504,6,102,38.4273379999982
Fitness,mesh,50,3,1.0,0.9544414513266612,11,1530,82.36723299999937
Bully,mesh,50,3,0.5963466938892982,0.569178004009558,50,1275,31.382981000000143
Random,mesh,50,3,0.5800122415862362,0.5535877256467974,1,50,28.719419000001523
HighBattery,mesh,50,3,0.9261721676191694,0.8839771078407999,2,50,30.885143999999087
MostConnected,mesh,50,3,0.6953872643217844,0.6637064297933606,2,170,28.35948299999913
Raft,mesh,50,3,0.6347972440322414,0.6058768028922972,6,102,34.024079999998236
Fitness,mesh,50,4,1.0,0.8922029648696995,12,1700,90.04570499999787
Bully,mesh,50,4,0.6095511464239928,0.5438433400792106,50,1275,31.259339999998303
Random,mesh,50,4,0.9070937240242617,0.8093117099891433,1,50,27.58080599999957
HighBattery,mesh,50,4,0.7179583466338053,0.6405645655196286,2,50,28.517561999997554
MostConnected,mesh,50,4,0.7107828754015917,0.6341625888119103,2,170,33.87239399999942
Raft,mesh,50,4,0.7351215210172448,0.655877600591109,6,102,31.752057999998584
Fitness,mesh,50,5,1.0,0.9144293842369127,12,1700,81.4321619999987
Bully,mesh,50,5,0.5493734081084789,0.5023631872927705,50,1275,24.047476999999873
Random,mesh,50,5,0.5493734081084789,0.5023631872927705,1,50,25.76966300000194
HighBattery,mesh,50,5,0.8161150903941173,0.746279619575545,2,50,29.41350500000084
MostConnected,mesh,50,5,0.7507824733909696,0.6865375548387705,2,170,26.439928999998585
Raft,mesh,50,5,0.4142564816119802,0.378808299396593,6,102,32.97986499999794
Fitness,mesh,50,6,1.0,0.8989042260473219,11,1530,118.20450400000126
Bully,mesh,50,6,0.647868712393459,0.5823719234943172,50,1275,24.336685000001523
Random,mesh,50,6,0.7352451881108059,0.6609150067737616,1,50,25.424950999997975
HighBattery,mesh,50,6,0.7956975934345157,0.71525592939397,2,50,39.05884399999948
MostConnected,mesh,50,6,0.7467834163682927,0.6712867689155151,2,170,27.061233000001295
Raft,mesh,50,6,0.8700639050035055,0.7821041211388867,6,103,37.887384999997664
Fitness,mesh,50,7,1.0,0.9459757826032646,12,1700,75.13469899999947
Bully,mesh,50,7,0.5390578532065291,0.5099356745554822,50,1275,32.27722900000174
Random,mesh,50,7,0.5777788853190148,0.5465648332112969,1,50,28.920910000000077
HighBattery,mesh,50,7,1.0,0.9459757826032646,2,50,31.58752099999873
MostConnected,mesh,50,7,0.776213966091864,0.734279614041335,2,170,26.84370000000058
Raft,mesh,50,7,0.6966851621024218,0.6590472914479207,6,102,43.483571000002996
Fitness,mesh,50,8,1.0,0.9231998158800934,11,1530,76.40276200000073
Bully,mesh,50,8,0.6737682561055224,0.6220227299824699,50,1275,27.830179999998705
Random,mesh,50,8,0.6388235355110681,0.5897617703636884,1,50,28.32366199999825
HighBattery,mesh,50,8,0.7378596630921624,0.6811919051120321,2,50,33.03723600000197
MostConnected,mesh,50,8,0.7378596630921624,0.6811919051120321,2,170,30.658556000002335
Raft,mesh,50,8,0.7516541761031962,0.693926996983974,6,102,36.3474700000026
Fitness,mesh,50,9,1.0,0.838864585784837,13,1870,85.91305700000262
Bully,mesh,50,9,0.7204501022672952,0.6043600766170981,50,1275,24.039166000001444
Random,mesh,50,9,0.6890739264785958,0.5780397139105985,1,50,27.85650399999895
HighBattery,mesh,50,9,0.7400766584634443,0.6208240995509635,2,50,30.851633999997574
MostConnected,mesh,50,9,0.896883989521607,0.7523642163670949,2,170,27.38291500000045
Raft,mesh,50,9,0.7018169750167318,0.588729406044178,6,102,40.06930599999947
Fitness,mesh,50,10,1.0,0.9025627302333247,12,1700,81.87324899999737
Bully,mesh,50,10,0.6263700656373673,0.565338276578089,50,1275,39.2368679999997
Random,mesh,50,10,0.5393483949446752,0.4867957598882276,1,50,29.83653000000075
HighBattery,mesh,50,10,0.8573033610243499,0.7737700621643429,2,50,29.551237999999813
MostConnected,mesh,50,10,0.8075349939756562,0.7288509889216197,2,170,26.784870000000183
Raft,mesh,50,10,0.8814030170378137,0.7955215134935387,6,103,34.255626000000206
Fitness,mesh,50,11,1.0,0.859755172680124,12,1700,79.64491699999954
Bully,mesh,50,11,0.6752960835501298,0.5805893009228533,50,1275,31.14178099999876
Random,mesh,50,11,0.9624049586070177,0.8274326413753841,1,50,33.37394300000085
HighBattery,mesh,50,11,0.978735342542734,0.8414727734359686,2,50,25.7257289999977
MostConnected,mesh,50,11,0.7683747414735826,0.6606141585386657,2,170,30.934960999999817
Raft,mesh,50,11,0.8174563133558505,0.7028122938477168,6,102,32.238963000001064
Fitness,mesh,50,12,1.0,0.8743061948679229,12,1700,83.73145899999912
Bully,mesh,50,12,0.5076826405727234,0.44387007767963715,50,1275,26.46165499999853
Random,mesh,50,12,0.9085189840038188,0.7943237758696502,1,50,26.620678000000453
HighBattery,mesh,50,12,0.7780466108597833,0.6802509717707007,2,50,32.29211200000037
MostConnected,mesh,50,12,0.7090643186492555,0.6199393263548469,2,170,26.939952999999406
Raft,mesh,50,12,0.7840175492283344,0.6854714001754996,6,102,36.06579199999871
Fitness,mesh,50,13,1.0,0.8628755751445183,11,1530,72.01554699999946
Bully,mesh,50,13,0.6642894571859157,0.5731991474317368,50,1275,38.142280000002415
Random,mesh,50,13,0.9307300766214976,0.8031042501690764,1,50,31.427585999999508
HighBattery,mesh,50,13,0.8824498278429199,0.7614444027361407,2,50,25.722857000001653
MostConnected,mesh,50,13,0.8824498278429199,0.7614444027361407,2,170,29.933527000000737
Raft,mesh,50,13,0.6293032181061153,0.0,6,101,39.65636100000225
Fitness,mesh,50,14,1.0,0.8838337825347178,11,1530,84.6407169999992
Bully,mesh,50,14,0.6480932271578458,0.5728066883940509,50,1275,31.534686000000534
Random,mesh,50,14,0.8519734933530878,0.7530029552495768,1,50,31.62941200000091
HighBattery,mesh,50,14,0.7092658242934096,0.6268730963078487,2,50,27.403818999999885
MostConnected,mesh,50,14,0.8344166038489146,0.7374855831895594,2,170,32.43417400000226
Raft,mesh,50,14,0.5574224433108792,0.0,6,101,36.80855100000002
Fitness,mesh,50,15,1.0,0.9027070446732248,12,1700,87.7299960000002
Bully,mesh,50,15,0.6823394174634071,0.615952599002442,50,1275,27.148658000001546
Random,mesh,50,15,0.9120153931258064,0.823282720225086,1,50,28.811692999997973
HighBattery,mesh,50,15,0.9593338749149298,0.8659974470793694,2,50,34.01764899999904
MostConnected,mesh,50,15,0.7480077222794665,0.6752318403716475,2,170,31.70093499999993
Raft,mesh,50,15,0.7792821421753539,0.7034634795297335,6,102,32.08680799999897
Fitness,mesh,50,16,1.0,0.9061330480784937,11,1530,80.60152999999914
Bully,mesh,50,16,0.6556557715578267,0.5941113627719501,50,1275,34.60946700000278
Random,mesh,50,16,0.9395283451588913,0.8513376831549693,1,50,30.996439999999126
HighBattery,mesh,50,16,0.5966959602505612,0.5406859292379647,2,50,25.250298999999643
MostConnected,mesh,50,16,0.7599782010578315,0.6886413637977432,2,170,28.66043099999871
Raft,mesh,50,16,0.6328204603219743,0.5734195325979861,6,101,42.42813500000153
Fitness,mesh,50,17,1.0,0.9190611496356573,11,1530,76.52934700000102
Bully,mesh,50,17,0.6011307533780117,0.5524759212809442,50,1275,28.54755099999906
Random,mesh,50,17,0.7115229190138959,0.6539330719410298,1,50,33.58593800000165
HighBattery,mesh,50,17,0.8991075467184463,0.8263348155331507,2,50,34.193254000001616
MostConnected,mesh,50,17,0.731875007393792,0.6726378856849436,2,170,27.752825999996844
Raft,mesh,50,17,0.6064124497358118,0.5573301232075705,6,102,31.368595
Fitness,mesh,50,18,1.0,0.928376652160365,11,1530,84.19064199999937
Bully,mesh,50,18,0.5506441268270639,0.511205150995477,50,1275,26.75035100000045
Random,mesh,50,18,0.7292836230407347,0.6770498884339389,1,50,27.01971000000114
HighBattery,mesh,50,18,0.6663229156605587,0.6185986376986827,2,50,33.186038000000195
MostConnected,mesh,50,18,0.7516711880538547,0.6978339810908418,2,170,33.3936969999975
Raft,mesh,50,18,0.6148870039539054,0.0,6,101,36.362378999999834
Fitness,mesh,50,19,1.0,0.8813703163814492,11,1530,88.75646800000325
Bully,mesh,50,19,0.565278111250799,0.4982193477566248,50,1275,23.742558999998664
Random,mesh,50,19,0.7292101619568214,0.6427041911524516,1,50,25.75053099999991
HighBattery,mesh,50,19,0.9235725083239943,0.8140093938627275,2,50,30.748501000001482
MostConnected,mesh,50,19,0.8585146285138588,0.7566693097513622,2,170,35.545894000001965
Raft,mesh,50,19,0.6665681375347788,0.0,6,101,35.11940599999974
Fitness,mesh,50,20,1.0,0.8822213772496439,11,1530,84.29593199999985
Bully,mesh,50,20,0.538190345554922,0.474803027877925,50,1275,27.5132169999992
Random,mesh,50,20,0.5578447216707841,0.4921425386438435,1,50,29.87373799999915
HighBattery,mesh,50,20,0.9462490569559292,0.8348011462488366,2,50,34.55173999999772
MostConnected,mesh,50,20,0.7947399065504444,0.7011365349121863,2,170,32.18161899999927
Raft,mesh,50,20,0.593980569485999,0.5240223560714659,6,102,32.58218499999899
Fitness,mesh,50,21,1.0,0.9050277157942486,11,1530,84.98069800000252
Bully,mesh,50,21,0.5719944506763897,0.5176708311426389,50,1275,32.60564700000046
Random,mesh,50,21,0.545355458836293,0.49356180520653464,1,50,31.491881000000888
HighBattery,mesh,50,21,0.8314038358603407,0.7524435144712606,2,50,27.691886999999582
MostConnected,mesh,50,21,0.806171937272373,0.72960794692704,2,170,31.985390999999197
Raft,mesh,50,21,0.5962420789106695,0.5396156067369373,6,102,46.97829800000264
Fitness,mesh,50,22,1.0,0.9307285570452482,12,1700,80.00371800000039
Bully,mesh,50,22,0.5307731927028055,0.4940057677625816,50,1275,25.003852000001103
Random,mesh,50,22,0.9310893952473133,0.8665914893186646,1,50,33.016609999997115
HighBattery,mesh,50,22,0.9607093015128457,0.8941595819369992,2,50,28.621297000000823
MostConnected,mesh,50,22,0.73695351158588,0.6859036784477546,2,170,29.71330000000094
Raft,mesh,50,22,0.6759112757328145,0.6290899263534153,6,102,37.82701600000138
Fitness,mesh,50,23,1.0,0.8946363439406908,12,1700,81.1473040000017
Bully,mesh,50,23,0.5530071158851182,0.4947402643286481,50,1275,26.06087300000226
Random,mesh,50,23,0.8633852771817994,0.7724158477901449,1,50,26.635739999999686
HighBattery,mesh,50,23,0.877790332653829,0.7853031339519043,2,50,34.72035800000128
MostConnected,mesh,50,23,0.7708928527483572,0.6896687633527996,2,170,30.977822000000543
Raft,mesh,50,23,0.5792463770356432,0.5182148609920587,6,102,36.03618799999708
Fitness,mesh,50,24,1.0,0.9152028990543427,11,1530,82.60520199999988
Bully,mesh,50,24,0.5561056490826791,0.5089495022209649,50,1275,29.137528999999773
Random,mesh,50,24,0.6186169653115395,0.5661600400573208,1,50,25.613787000001054
HighBattery,mesh,50,24,0.7582193810219932,0.6939245756305175,2,50,35.168480999999474
MostConnected,mesh,50,24,0.7065580960666527,0.6466440178705173,2,170,28.663274999999544
Raft,mesh,50,24,0.6893627184523271,0.6309067584275524,6,102,30.166267000002023
Fitness,mesh,50,25,1.0,0.9175746714308394,11,1530,74.15239999999912
Bully,mesh,50,25,0.5838435289917029,0.5357200342815835,50,1275,36.39060800000138
Random,mesh,50,25,0.9972462230407818,0.9150478754422909,1,50,35.56206300000042
HighBattery,mesh,50,25,0.7555284455078686,0.6932537651435353,2,50,27.96213799999947
MostConnected,mesh,50,25,0.7949200355973535,0.7293984904770328,2,170,31.77993599999951
Raft,mesh,50,25,0.7949200355973535,0.7293984904770328,6,103,33.88414200000156
Fitness,mesh,50,26,1.0,0.883355298546653,12,1700,82.44995700000146
Bully,mesh,50,26,0.6281593316235241,0.5548878739211641,50,1275,37.36929000000089
Random,mesh,50,26,0.6371607253822549,0.5628393027922437,1,50,32.75337499999864
HighBattery,mesh,50,26,0.8757568615987479,0.7736044639318418,2,50,29.393923000000655
MostConnected,mesh,50,26,0.8757568615987479,0.7736044639318418,2,170,33.06186500000052
Raft,mesh,50,26,0.6956319719141159,0.6144901882287908,6,102,34.11310099999909
Fitness,mesh,50,27,1.0,0.8392486492359782,12,1700,73.41946000000021
Bully,mesh,50,27,0.6751505267893276,0.5666191676389023,50,1275,32.97665100000202
Random,mesh,50,27,0.8501924944802091,0.7135229025830823,1,50,41.09770099999821
HighBattery,mesh,50,27,0.7787449172586473,0.6535606199087033,2,50,33.93900699999719
MostConnected,mesh,50,27,0.8562038165965351,0.7185678965493313,2,170,41.66201700000016
Raft,mesh,50,27,0.641312108231583,0.0,6,101,49.0136719999974
Fitness,mesh,50,28,1.0,0.914053393900315,12,1700,91.6999770000011
Bully,mesh,50,28,0.6326424036964203,0.5782689362239662,50,1275,35.86603200000127
Random,mesh,50,28,0.6760362222518141,0.6179332033488184,1,50,30.485675999997852
HighBattery,mesh,50,28,0.719478057203849,0.6576413600239832,2,50,32.88068099999819
MostConnected,mesh,50,28,0.7903069584007334,0.7223827575492254,2,170,30.453635000000645
Raft,mesh,50,28,0.6258321341844895,0.57204398626321,6,102,40.24834099999808
Fitness,mesh,50,29,1.0,0.9220166108538044,11,1530,83.69224700000188
Bully,mesh,50,29,0.638846188825815,0.5890267978780475,50,1275,33.604680999999914
Random,mesh,50,29,0.7429302429293342,0.6849940246864983,1,50,31.8948110000008
HighBattery,mesh,50,29,0.6799238759072581,0.6269011077025928,2,50,26.967944999999105
MostConnected,mesh,50,29,0.7519796802195766,0.6933377561869817,2,170,35.80180099999808
Raft,mesh,50,29,0.6164191504236651,0.5683486959390092,6,102,37.524142999998844
Fitness,random,50,0,1.0,0.8853809027303586,6,2712,47.46795800000214
Bully,random,50,0,0.9942187657442362,0.8802623083260948,50,1275,13.992147999999816
Random,random,50,0,0.7667322687279875,0.6788501082388815,1,50,16.193429000001203
HighBattery,random,50,0,0.9472456224481445,0.8386731843105186,2,50,11.119960000002038
MostConnected,random,50,0,1.0,0.8853809027303586,2,678,11.134929000000682
Raft,random,50,0,0.8831434388881657,0.7819183351631974,6,116,15.517558999999181
Fitness,random,50,1,1.0,0.8830975806561626,6,3168,42.44520800000018
Bully,random,50,1,0.8189110543301756,0.7231783708515654,50,1275,14.999850999998898
Random,random,50,1,0.8205833940670167,0.724655210027205,1,50,16.721917999998226
HighBattery,random,50,1,0.8988164482630124,0.7937426309150313,2,50,10.80192099999877
MostConnected,random,50,1,0.9693207472367061,0.8560048067645589,2,792,13.6106610000013
Raft,random,50,1,0.760294783954388,0.6714144842956199,6,110,20.06097399999973
Fitness,random,50,2,1.0,0.876784198880546,6,2784,46.84792999999843
Bully,random,50,2,0.8550686041165471,0.7497106410482335,50,1275,10.237453999998536
Random,random,50,2,0.849169692557971,0.7445385686030802,1,50,10.530690999999592
HighBattery,random,50,2,0.9519356028410627,0.8346420949228708,2,50,15.034471999999965
MostConnected,random,50,2,1.0,0.876784198880546,2,696,15.76056899999756
Raft,random,50,2,0.9621210289687153,0.8435725156104616,6,116,18.36941999999908
Fitness,random,50,3,1.0,0.8701363258503915,6,2960,44.61364699999848
Bully,random,50,3,0.8133179339155533,0.707697478765511,50,1275,15.582722999997856
Random,random,50,3,0.8106343120527595,0.7053623618978478,1,50,14.456493000000847
HighBattery,random,50,3,0.8696353132517374,0.756701276302621,2,50,11.697082000001302
MostConnected,random,50,3,0.8798724615898832,0.7656089909447606,2,740,15.14122400000062
Raft,random,50,3,0.8546293351402506,0.7436440296429006,6,115,16.085735999997297
Fitness,random,50,4,1.0,0.851014593916305,6,2984,40.79459499999771
Bully,random,50,4,0.7730317097425393,0.657861266550974,50,1275,14.119026999999562
Random,random,50,4,0.9112734980546303,0.7755070458936519,1,50,15.535340999999647
HighBattery,random,50,4,0.9797605906040013,0.8337905611480633,2,50,15.153027000000208
MostConnected,random,50,4,0.9584408906838126,0.8156471853780664,2,746,14.883529999998757
Raft,random,50,4,0.9355450190030907,0.0,6,118,16.67995699999736
Fitness,random,50,5,1.0,0.8288324696723127,6,3072,41.49224700000076
Bully,random,50,5,0.9633025396424738,0.7984164229734825,50,1275,11.857124000002273
Random,random,50,5,0.7672577535557181,0.6359281387548166,1,50,14.809866000000227
HighBattery,random,50,5,0.8623436700698168,0.7147384337702523,2,50,14.857885000001403
MostConnected,random,50,5,1.0,0.8288324696723127,2,768,12.760374999999158
Raft,random,50,5,0.8329109506400161,0.0,6,112,15.496537000000643
Fitness,random,50,6,1.0,0.8576437534267106,6,2872,36.894917999998
Bully,random,50,6,0.7377765022778203,0.63274940860358,50,1275,14.858750000001919
Random,random,50,6,0.8278173982009487,0.7099724205449955,1,50,18.212291000001102
HighBattery,random,50,6,0.9584502501437097,0.8220088700060209,2,50,11.890941000000765
MostConnected,random,50,6,0.8588149159042582,0.7365572479749728,2,718,12.755588999997514
Raft,random,50,6,0.8278173982009487,0.7099724205449955,6,115,15.289291000001981
Fitness,random,50,7,1.0,0.8389837995819094,6,3088,41.44849100000059
Bully,random,50,7,0.8842229334294249,0.7418487163660806,50,1275,14.376240999997236
Random,random,50,7,0.7875156457828789,0.6607128687291208,1,50,13.673797999999238
HighBattery,random,50,7,0.945240582088293,0.7930415350794517,2,50,16.827643000002723
MostConnected,random,50,7,1.0,0.8389837995819094,2,772,14.593155000000024
Raft,random,50,7,0.738812953452629,0.6198520988680191,6,111,19.15325099999876
Fitness,random,50,8,1.0,0.8683899474510952,6,2944,43.24627099999745
Bully,random,50,8,0.8428329436276509,0.7319076556268677,50,1275,11.656471000002
Random,random,50,8,0.9285463066736361,0.8063402784582274,1,50,13.07108800000023
HighBattery,random,50,8,0.8945857107797298,0.7768492383745103,2,50,13.29908599999996
MostConnected,random,50,8,0.9171994684244901,0.7964867981873154,2,736,14.940679999998707
Raft,random,50,8,0.7677135935754392,0.6666747671824671,6,112,13.135836000000012
Fitness,random,50,9,1.0,0.890091157435193,6,2840,42.8069260000008
Bully,random,50,9,0.9578104490234474,0.8525386111748021,50,1275,13.576500999999297
Random,random,50,9,0.6778208802788983,0.603322371861186,1,50,13.482147000001277
HighBattery,random,50,9,0.9775331377030528,0.8700936019693661,2,50,15.417551999998835
MostConnected,random,50,9,0.9637844882440456,0.8578560506592277,2,710,12.10673399999962
Raft,random,50,9,0.8111177340381046,0.0,6,112,15.615993000000827
Fitness,random,50,10,1.0,0.9022108934371094,6,2704,32.51218600000172
Bully,random,50,10,0.8565038322859679,0.7727470877590312,50,1275,10.450253999998438
Random,random,50,10,0.7783527126448745,0.7022382962845298,1,50,14.464576999998258
HighBattery,random,50,10,0.8063165974554323,0.7274676177834356,2,50,14.131283999997635
MostConnected,random,50,10,1.0,0.9022108934371094,2,676,12.569270000000188
Raft,random,50,10,0.8347607506246834,0.7531302426273276,6,114,13.90244299999921
Fitness,random,50,11,1.0,0.9087012051518659,6,2816,36.54919899999953
Bully,random,50,11,0.7560713021976573,0.6870429034877518,50,1275,16.70019899999886
Random,random,50,11,0.8777528288444427,0.7976150533964046,1,50,16.562658000001562
HighBattery,random,50,11,0.8221687965002746,0.7471057762180587,2,50,12.172894999999073
MostConnected,random,50,11,1.0,0.9087012051518659,2,704,16.366609000002086
Raft,random,50,11,0.8400661339764924,0.0,6,111,14.514862000002182
Fitness,random,50,12,1.0,0.9174687026557724,6,2784,38.92175999999736
Bully,random,50,12,0.8091864678510521,0.7424032588659116,50,1275,18.198292000001004
Random,random,50,12,0.8729229715313358,0.8008795062092764,1,50,11.512633999998911
HighBattery,random,50,12,0.8370141895750108,0.767934322613858,2,50,13.12032999999957
MostConnected,random,50,12,0.9810354807375347,0.900069349771548,2,696,16.764230999999796
Raft,random,50,12,0.8570407214287191,0.7863080388123742,6,117,13.869885000001858
Fitness,random,50,13,1.0,0.9025875977087813,6,3104,36.855362000000724
Bully,random,50,13,0.7289153974759249,0.6579099975407365,50,1275,14.837494999998313
Random,random,50,13,0.9321449316909648,0.8413424546113639,1,50,16.60876200000061
HighBattery,random,50,13,0.8108545815860634,0.7318672888849239,2,50,16.913989000002516
MostConnected,random,50,13,0.8794765049601375,0.7938045858532856,2,776,13.945518999999962
Raft,random,50,13,0.7715143093773494,0.6963592470988513,6,114,16.945788000001016
Fitness,random,50,14,1.0,0.8475556281297149,6,3048,39.1209229999987
Bully,random,50,14,0.9255782657032829,0.7844790683713581,50,1275,12.130581000000973
Random,random,50,14,0.991727857569757,0.8405445272562718,1,50,16.861944000002183
HighBattery,random,50,14,0.9255782657032829,0.7844790683713581,2,50,11.44710199999821
MostConnected,random,50,14,1.0,0.8475556281297149,2,762,14.239159999998918
Raft,random,50,14,0.8111577653566051,0.6875013293291133,6,110,17.847930999998596
Fitness,random,50,15,1.0,0.8808581095940154,6,2960,34.082675999997036
Bully,random,50,15,0.7905760783502234,0.696385349865828,50,1275,12.259199999999026
Random,random,50,15,0.763273413462625,0.6723355760860592,1,50,11.121980000002196
HighBattery,random,50,15,0.8695362515256158,0.7659380587423202,2,50,14.840207999998967
MostConnected,random,50,15,1.0,0.8808581095940154,2,740,11.900205999999969
Raft,random,50,15,0.9580422858354382,0.8438993168121335,6,116,11.749697000002612
Fitness,random,50,16,1.0,0.8593187328765501,6,2888,40.540797999998546
Bully,random,50,16,0.8980282071609866,0.7716924610649791,50,1275,13.631971000002352
Random,random,50,16,0.9414781702750318,0.8090298283116732,1,50,11.74324999999854
HighBattery,random,50,16,0.9545213458505901,0.8202380734199484,2,50,11.723460999998991
MostConnected,random,50,16,0.9994054909003683,0.8588078600703711,2,722,12.719891999999788
Raft,random,50,16,0.7422006520571319,0.6377869238658839,6,110,15.345769999999703
Fitness,random,50,17,1.0,0.8865157655166477,6,2944,44.880504999998294
Bully,random,50,17,0.7767962562541582,0.688642127763621,50,1275,12.62502700000212
Random,random,50,17,0.8855765249201881,0.7850775509131932,1,50,13.009067000002261
HighBattery,random,50,17,0.8798171617563837,0.7799717846691447,2,50,12.487772000000064
MostConnected,random,50,17,0.9494084363605632,0.8416655467481481,2,736,13.168140000001216
Raft,random,50,17,0.6907864500911794,0.6123930786111095,6,109,15.514582000001553
Fitness,random,50,18,1.0,0.8706858462612774,5,2340,38.56194400000135
Bully,random,50,18,0.9191247837405546,0.8002689401508584,50,1275,15.347750000000104
Random,random,50,18,0.7718638082386944,0.67205089307476,1,50,12.2765369999982
HighBattery,random,50,18,0.97183522977875,0.8461631794664339,2,50,13.359032000000326
MostConnected,random,50,18,0.9984509445265008,0.8693371055854282,2,780,16.626550999998102
Raft,random,50,18,0.7497677052629493,0.0,6,110,13.584380000001062
Fitness,random,50,19,1.0,0.8691365012811693,6,2776,38.18690800000013
Bully,random,50,19,0.836740769212184,0.7272419446323919,50,1275,15.207926999998733
Random,random,50,19,0.836740769212184,0.7272419446323919,1,50,13.802883000000321
HighBattery,random,50,19,0.9658411955022801,0.8394478374520735,2,50,10.141908999997895
MostConnected,random,50,19,0.9935332344280473,0.8635159992773568,2,694,17.605152000001567
Raft,random,50,19,0.7946057841984512,0.6906208911760217,6,112,12.044046999999836
Fitness,random,50,20,1.0,0.9079608000981241,6,2952,42.20840900000056
Bully,random,50,20,0.8538651041195724,0.7752760431122749,50,1275,15.000924000002414
Random,random,50,20,0.816716940321647,0.7415469665881345,1,50,13.72307499999792
HighBattery,random,50,20,0.7367645141862148,0.6689532977844213,2,50,13.514939000000226
MostConnected,random,50,20,0.9059376233638696,0.822555849348452,2,738,13.433433000002992
Raft,random,50,20,0.9658254757970578,0.876931671759848,6,116,13.848200999998284
Fitness,random,50,21,1.0,0.8450572981515966,6,3272,42.2618159999999
Bully,random,50,21,0.9096944417401204,0.7687439270804312,50,1275,11.349703000000488
Random,random,50,21,0.8606090908838188,0.7272639931069818,1,50,11.395824999997473
HighBattery,random,50,21,0.9815702425553751,0.8294830971198526,2,50,13.549252000000678
MostConnected,random,50,21,0.9605687394878415,0.8117356236804801,2,818,12.212462999997342
Raft,random,50,21,0.6729797590691846,0.5687064569097176,6,111,13.768258999999006
Fitness,random,50,22,1.0,0.9280965854832514,6,3112,43.56651600000205
Bully,random,50,22,0.7395500983670034,0.6863739210882185,50,1275,14.778605000000056
Random,random,50,22,0.8121783081186801,0.753779914568511,1,50,12.443277999999225
HighBattery,random,50,22,0.8840350086330274,0.8204698729599694,2,50,14.22104799999957
MostConnected,random,50,22,1.0,0.9280965854832514,2,778,16.56601200000196
Raft,random,50,22,0.8737846272989233,0.810956529043886,6,118,13.99998299999794
Fitness,random,50,23,1.0,0.887197584712019,6,3048,36.10428700000057
Bully,random,50,23,0.8550112895296677,0.75856395097223,50,1275,12.817336000001234
Random,random,50,23,0.9037593758036431,0.801813135373834,1,50,15.847012000001826
HighBattery,random,50,23,0.8788209798956914,0.7796878507577073,2,50,16.301253000001736
MostConnected,random,50,23,1.0,0.887197584712019,2,762,16.038341999998096
Raft,random,50,23,1.0,0.887197584712019,6,120,18.80384400000068
Fitness,random,50,24,1.0,0.9514667809143166,6,2992,46.13659200000342
Bully,random,50,24,0.799855298279422,0.7610357458511822,50,1275,16.48930400000026
Random,random,50,24,0.891509944064981,0.8482420966326099,1,50,10.786724999999109
HighBattery,random,50,24,0.748903219860181,0.7125565358167332,2,50,15.686649999999247
MostConnected,random,50,24,1.0,0.9514667809143166,2,748,13.567728000001722
Raft,random,50,24,0.7048206724940539,0.6706134563797812,6,109,17.31267399999936
Fitness,random,50,25,1.0,0.883940923879748,6,2696,40.40614699999878
Bully,random,50,25,0.8069777287902725,0.7133206391372542,50,1275,13.450358000000051
Random,random,50,25,0.8906918374812237,0.7873189657153032,1,50,11.34968199999875
HighBattery,random,50,25,0.9190559952521365,0.8123912055403949,2,50,16.23536099999967
MostConnected,random,50,25,0.9480022152188885,0.837977953960632,2,674,13.89653700000082
Raft,random,50,25,0.9629262380958289,0.8511699085304771,6,116,11.936400999999819
Fitness,random,50,26,1.0,0.8707026927360619,6,2776,40.678972000002034
Bully,random,50,26,0.799103905222253,0.6957819220529186,50,1275,13.730058000000156
Random,random,50,26,0.72802932152082,0.6338970906389861,1,50,14.552400999999549
HighBattery,random,50,26,0.8517459297278487,0.7416174745410185,2,50,14.974962000000147
MostConnected,random,50,26,1.0,0.8707026927360619,2,694,14.788695000000018
Raft,random,50,26,0.7976201443403005,0.694490007457626,6,112,19.276773000001413
